File Name,rxn00010.csv
Date,2022-05-13 09:28:20

[DATA]
time (s),oxy1_voltage (V),oxy1_O2 (%),oxy1_temp_voltage (V),oxy1_temp (C),oxy2_voltage (V),oxy2_O2 (%),oxy2_temp_voltage (V),oxy2_temp (C),bme_temp (C),pressure (kPa),humidity (%),flow1_voltage (V),flow1_flow (mL/min),flow2_voltage (V),flow2_flow (mL/min),PV (C),SV (C),Control Method,Output,PID profile,PID SV,P,I,D
1652434480,0.052688,21.65,1.053625,22.19,0.050297,20.64,1.026125,23.04,21.19,100.00,41.57,2.539062,51.15,2.353516,236.95,0.00,0.00,0,0,0,0.00,0,0,0
1652434490,0.052703,21.66,1.053625,22.19,0.050266,20.63,1.025875,23.05,21.17,100.01,41.65,1.596680,32.21,1.494141,153.86,0.00,0.00,0,0,0,0.00,0,0,0
1652434500,0.052703,21.66,1.053500,22.19,0.050297,20.64,1.025625,23.06,21.16,100.01,41.74,2.558594,51.55,2.387695,240.25,0.00,0.00,0,0,0,0.00,0,0,0
1652434510,0.052703,21.66,1.053625,22.19,0.050297,20.64,1.025750,23.06,21.15,100.02,41.73,1.879883,37.90,1.806641,184.07,0.00,0.00,0,0,0,0.00,0,0,0
1652434520,0.052688,21.65,1.053375,22.19,0.050313,20.65,1.025500,23.06,21.12,100.02,41.86,1.640625,33.09,1.503906,154.81,0.00,0.00,0,0,0,0.00,0,0,0
1652434530,0.052719,21.66,1.053250,22.20,0.050281,20.63,1.025250,23.07,21.12,100.02,41.62,2.519531,50.76,2.358398,237.42,0.00,0.00,0,0,0,0.00,0,0,0
1652434540,0.052703,21.66,1.053250,22.20,0.050313,20.65,1.025500,23.06,21.12,100.02,41.89,1.845703,37.21,1.699219,173.69,0.00,0.00,0,0,0,0.00,0,0,0
1652434550,0.052703,21.66,1.053125,22.20,0.050313,20.65,1.025500,23.06,21.11,100.02,42.04,2.285156,46.05,2.153320,217.59,0.00,0.00,0,0,0,0.00,0,0,0
1652434560,0.052703,21.66,1.053125,22.20,0.050313,20.65,1.025250,23.07,21.10,100.01,41.94,1.635742,32.99,1.513672,155.75,0.00,0.00,0,0,0,0.00,0,0,0
1652434571,0.052703,21.66,1.053125,22.20,0.050297,20.64,1.025250,23.07,21.11,100.01,41.95,2.543945,51.25,2.373047,238.83,0.00,0.00,0,0,0,0.00,0,0,0
1652434581,0.052703,21.66,1.053125,22.20,0.050281,20.64,1.025375,23.07,21.11,100.00,42.03,1.611328,32.50,1.474609,151.97,0.00,0.00,0,0,0,0.00,0,0,0
1652434591,0.052703,21.66,1.053000,22.20,0.050313,20.65,1.025125,23.08,21.10,100.00,42.00,2.612305,52.63,2.441406,245.44,0.00,0.00,0,0,0,0.00,0,0,0
1652434601,0.052688,21.65,1.052750,22.21,0.050297,20.64,1.025125,23.08,21.09,100.01,42.00,1.533203,30.93,1.435547,148.20,0.00,0.00,0,0,0,0.00,0,0,0
1652434611,0.052719,21.66,1.053000,22.20,0.050297,20.64,1.025250,23.07,21.08,100.01,42.12,2.583008,52.04,2.382812,239.78,0.00,0.00,0,0,0,0.00,0,0,0
1652434621,0.052703,21.66,1.053000,22.20,0.050281,20.63,1.025250,23.07,21.08,100.02,42.19,1.572266,31.72,1.464844,151.03,0.00,0.00,0,0,0,0.00,0,0,0
1652434631,0.052719,21.66,1.052875,22.21,0.050297,20.64,1.025125,23.08,21.08,100.02,42.19,2.524414,50.86,2.343750,236.00,0.00,0.00,0,0,0,0.00,0,0,0
1652434641,0.052703,21.66,1.052750,22.21,0.050297,20.64,1.025000,23.08,21.09,100.02,42.30,1.567383,31.62,1.474609,151.97,0.00,0.00,0,0,0,0.00,0,0,0
1652434651,0.052734,21.67,1.052875,22.21,0.050281,20.63,1.025125,23.08,21.09,100.02,42.31,2.343750,47.23,2.133789,215.70,0.00,0.00,0,0,0,0.00,0,0,0
1652434661,0.052703,21.66,1.052625,22.22,0.050250,20.62,1.024750,23.09,21.09,100.02,42.34,2.519531,50.76,2.363281,237.89,0.00,0.00,0,0,0,0.00,0,0,0
1652434671,0.052734,21.67,1.052625,22.22,0.050281,20.63,1.024750,23.09,21.10,100.01,42.26,1.542969,31.13,1.445312,149.14,0.00,0.00,0,0,0,0.00,0,0,0
1652434681,0.052688,21.65,1.052625,22.22,0.050266,20.63,1.024875,23.08,21.12,100.01,42.35,2.543945,51.25,2.348633,236.47,0.00,0.00,0,0,0,0.00,0,0,0
1652434691,0.052734,21.67,1.053000,22.20,0.050250,20.62,1.025125,23.08,21.12,100.01,42.38,1.601562,32.31,1.499023,154.33,0.00,0.00,0,0,0,0.00,0,0,0
1652434701,0.052719,21.67,1.052750,22.21,0.050266,20.63,1.024625,23.09,21.13,100.01,42.46,2.602539,52.43,2.416992,243.08,0.00,0.00,0,0,0,0.00,0,0,0
1652434711,0.052719,21.67,1.052750,22.21,0.050266,20.63,1.024625,23.09,21.14,100.01,42.53,1.538086,31.03,1.425781,147.25,0.00,0.00,0,0,0,0.00,0,0,0
1652434721,0.052719,21.66,1.052875,22.21,0.050250,20.62,1.024500,23.10,21.15,100.01,42.53,2.158203,43.50,2.016602,204.37,0.00,0.00,0,0,0,0.00,0,0,0
1652434731,0.052734,21.67,1.052625,22.22,0.050250,20.62,1.024500,23.10,21.14,100.02,42.53,1.933594,38.98,1.757812,179.35,0.00,0.00,0,0,0,0.00,0,0,0
1652434741,0.052734,21.67,1.052625,22.22,0.050250,20.62,1.024375,23.10,21.11,100.01,42.59,2.231445,44.97,2.109375,213.34,0.00,0.00,0,0,0,0.00,0,0,0
1652434751,0.052719,21.66,1.052625,22.22,0.050234,20.61,1.024250,23.10,21.11,100.02,42.41,2.114258,42.61,1.923828,195.40,0.00,0.00,0,0,0,0.00,0,0,0
1652434761,0.052719,21.66,1.052625,22.22,0.050234,20.61,1.024375,23.10,21.11,100.02,42.63,1.640625,33.09,1.538086,158.11,0.00,0.00,0,0,0,0.00,0,0,0
1652434771,0.052734,21.67,1.052625,22.22,0.050219,20.61,1.024375,23.10,21.11,100.02,42.65,2.509766,50.56,2.333984,235.06,0.00,0.00,0,0,0,0.00,0,0,0
1652434781,0.052719,21.66,1.052625,22.22,0.050203,20.60,1.024125,23.11,21.09,100.01,42.59,2.314453,46.64,2.182617,220.42,0.00,0.00,0,0,0,0.00,0,0,0
1652434791,0.052734,21.67,1.052500,22.22,0.050203,20.60,1.024000,23.11,21.08,100.01,42.77,2.265625,45.66,2.045898,207.21,0.00,0.00,0,0,0,0.00,0,0,0
1652434801,0.052719,21.66,1.052750,22.21,0.050203,20.60,1.024000,23.11,21.07,100.01,42.74,1.596680,32.21,1.499023,154.33,0.00,0.00,0,0,0,0.00,0,0,0
1652434811,0.052734,21.67,1.052250,22.23,0.050203,20.60,1.023750,23.12,21.07,100.01,42.87,2.602539,52.43,2.412109,242.61,0.00,0.00,0,0,0,0.00,0,0,0
1652434821,0.052719,21.67,1.052500,22.22,0.050187,20.60,1.024000,23.11,21.08,100.01,42.84,1.528320,30.83,1.430664,147.73,0.00,0.00,0,0,0,0.00,0,0,0
1652434831,0.052703,21.66,1.052375,22.22,0.050156,20.58,1.024125,23.11,21.08,100.01,42.94,2.612305,52.63,2.436523,244.97,0.00,0.00,0,0,0,0.00,0,0,0
1652434841,0.052719,21.66,1.052375,22.22,0.050187,20.59,1.024000,23.11,21.09,100.01,42.84,1.528320,30.83,1.411133,145.84,0.00,0.00,0,0,0,0.00,0,0,0
1652434851,0.052734,21.67,1.052375,22.22,0.050156,20.58,1.023875,23.12,21.09,100.02,42.84,2.622070,52.82,2.431641,244.50,0.00,0.00,0,0,0,0.00,0,0,0
1652434861,0.052703,21.66,1.052375,22.22,0.050172,20.59,1.024000,23.11,21.09,100.02,42.81,1.538086,31.03,1.430664,147.73,0.00,0.00,0,0,0,0.00,0,0,0
1652434871,0.052719,21.66,1.052250,22.23,0.050172,20.59,1.024000,23.11,21.09,100.02,42.90,2.138672,43.10,2.011719,203.90,0.00,0.00,0,0,0,0.00,0,0,0
1652434881,0.052703,21.66,1.052375,22.22,0.050187,20.59,1.024250,23.10,21.09,100.02,42.93,2.304687,46.44,2.089844,211.45,0.00,0.00,0,0,0,0.00,0,0,0
1652434891,0.052719,21.66,1.052125,22.23,0.050156,20.58,1.023875,23.12,21.10,100.02,42.92,1.625977,32.80,1.513672,155.75,0.00,0.00,0,0,0,0.00,0,0,0
1652434901,0.052719,21.66,1.052250,22.23,0.050156,20.58,1.024125,23.11,21.10,100.01,42.98,2.587891,52.13,2.402344,241.67,0.00,0.00,0,0,0,0.00,0,0,0
1652434911,0.052703,21.66,1.052125,22.23,0.050156,20.58,1.024125,23.11,21.08,100.01,42.90,1.538086,31.03,1.445312,149.14,0.00,0.00,0,0,0,0.00,0,0,0
1652434921,0.052719,21.67,1.052125,22.23,0.050109,20.56,1.023750,23.12,21.07,100.01,43.15,2.607422,52.53,2.431641,244.50,0.00,0.00,0,0,0,0.00,0,0,0
1652434931,0.052703,21.66,1.052250,22.23,0.050125,20.57,1.023625,23.12,21.07,100.02,43.18,1.528320,30.83,1.430664,147.73,0.00,0.00,0,0,0,0.00,0,0,0
1652434941,0.052703,21.66,1.052500,22.22,0.050141,20.57,1.023625,23.12,21.06,100.01,43.18,2.265625,45.66,2.133789,215.70,0.00,0.00,0,0,0,0.00,0,0,0
1652434951,0.052703,21.66,1.052500,22.22,0.050141,20.57,1.023625,23.12,21.08,100.01,43.06,2.543945,51.25,2.363281,237.89,0.00,0.00,0,0,0,0.00,0,0,0
1652434961,0.052703,21.66,1.052625,22.22,0.050094,20.55,1.023875,23.12,21.09,100.01,43.18,1.591797,32.11,1.489258,153.39,0.00,0.00,0,0,0,0.00,0,0,0
1652434971,0.052703,21.66,1.052625,22.22,0.050109,20.56,1.023750,23.12,21.10,100.02,43.14,2.519531,50.76,2.338867,235.53,0.00,0.00,0,0,0,0.00,0,0,0
1652434981,0.052703,21.66,1.052500,22.22,0.050125,20.57,1.023625,23.12,21.11,100.02,43.29,1.650391,33.29,1.542969,158.58,0.00,0.00,0,0,0,0.00,0,0,0
1652434991,0.052703,21.66,1.052125,22.23,0.050141,20.57,1.023250,23.14,21.11,100.02,43.17,2.524414,50.86,2.338867,235.53,0.00,0.00,0,0,0,0.00,0,0,0
1652435001,0.052703,21.66,1.052375,22.22,0.050125,20.57,1.023500,23.13,21.09,100.02,43.20,1.630859,32.89,1.528320,157.17,0.00,0.00,0,0,0,0.00,0,0,0
1652435011,0.052688,21.65,1.052375,22.22,0.050156,20.58,1.023625,23.12,21.10,100.01,43.11,2.602539,52.43,2.421875,243.55,0.00,0.00,0,0,0,0.00,0,0,0
1652435021,0.052703,21.66,1.052250,22.23,0.050109,20.56,1.023625,23.12,21.11,100.01,43.22,1.518555,30.64,1.416016,146.31,0.00,0.00,0,0,0,0.00,0,0,0
1652435031,0.052703,21.66,1.052000,22.24,0.050125,20.57,1.023000,23.14,21.11,100.00,43.30,2.626953,52.92,2.441406,245.44,0.00,0.00,0,0,0,0.00,0,0,0
1652435041,0.052688,21.65,1.052250,22.23,0.050125,20.57,1.023250,23.14,21.10,100.00,43.28,1.508789,30.44,1.411133,145.84,0.00,0.00,0,0,0,0.00,0,0,0
1652435051,0.052672,21.65,1.052125,22.23,0.050109,20.56,1.023125,23.14,21.10,100.00,43.28,1.791992,36.13,1.708984,174.63,0.00,0.00,0,0,0,0.00,0,0,0
1652435061,0.052703,21.66,1.052250,22.23,0.050109,20.56,1.023125,23.14,21.09,100.01,43.25,2.626953,52.92,2.436523,244.97,0.00,0.00,0,0,0,0.00,0,0,0
1652435071,0.052688,21.65,1.052000,22.24,0.050109,20.56,1.022875,23.15,21.08,100.01,43.35,2.514648,50.66,2.329102,234.58,0.00,0.00,0,0,0,0.00,0,0,0
1652435081,0.052719,21.66,1.052125,22.23,0.050094,20.55,1.023125,23.14,21.07,100.01,43.46,1.533203,30.93,1.425781,147.25,0.00,0.00,0,0,0,0.00,0,0,0
1652435091,0.052672,21.64,1.052125,22.23,0.050109,20.56,1.023000,23.14,21.09,100.02,43.42,1.625977,32.80,1.518555,156.22,0.00,0.00,0,0,0,0.00,0,0,0
1652435101,0.052688,21.65,1.052375,22.22,0.050109,20.56,1.023125,23.14,21.12,100.02,43.33,2.607422,52.53,2.431641,244.50,0.00,0.00,0,0,0,0.00,0,0,0
1652435111,0.052688,21.65,1.052250,22.23,0.050109,20.56,1.023250,23.14,21.14,100.02,43.41,2.036133,41.04,1.870117,190.21,0.00,0.00,0,0,0,0.00,0,0,0
1652435121,0.052672,21.64,1.052125,22.23,0.050109,20.56,1.023000,23.14,21.14,100.01,43.65,1.381836,27.89,1.313477,136.40,0.00,0.00,0,0,0,0.00,0,0,0
1652435131,0.052672,21.65,1.052000,22.24,0.050109,20.56,1.022875,23.15,21.14,100.01,43.60,2.363281,47.62,2.216797,223.73,0.00,0.00,0,0,0,0.00,0,0,0
1652435141,0.052688,21.65,1.052000,22.24,0.050109,20.56,1.023125,23.14,21.15,100.01,43.55,2.500000,50.37,2.324219,234.11,0.00,0.00,0,0,0,0.00,0,0,0
1652435151,0.052688,21.65,1.052125,22.23,0.050094,20.56,1.023125,23.14,21.14,100.00,43.55,1.621094,32.70,1.513672,155.75,0.00,0.00,0,0,0,0.00,0,0,0
1652435161,0.052672,21.65,1.051750,22.24,0.050078,20.55,1.022750,23.15,21.14,100.01,43.64,2.612305,52.63,2.441406,245.44,0.00,0.00,0,0,0,0.00,0,0,0
1652435171,0.052672,21.65,1.051875,22.24,0.050094,20.56,1.023000,23.14,21.12,100.00,43.64,2.485352,50.07,2.309570,232.70,0.00,0.00,0,0,0,0.00,0,0,0
1652435181,0.052672,21.65,1.051875,22.24,0.050094,20.56,1.022750,23.15,21.12,100.01,43.65,1.650391,33.29,1.528320,157.17,0.00,0.00,0,0,0,0.00,0,0,0
1652435191,0.052672,21.64,1.052000,22.24,0.050109,20.56,1.022875,23.15,21.11,100.01,43.75,2.563477,51.64,2.363281,237.89,0.00,0.00,0,0,0,0.00,0,0,0
1652435201,0.052672,21.64,1.052000,22.24,0.050094,20.55,1.022750,23.15,21.10,100.02,43.70,1.611328,32.50,1.499023,154.33,0.00,0.00,0,0,0,0.00,0,0,0
1652435211,0.052672,21.64,1.051750,22.24,0.050078,20.55,1.022875,23.15,21.08,100.01,43.92,2.524414,50.86,2.329102,234.58,0.00,0.00,0,0,0,0.00,0,0,0
1652435221,0.052672,21.64,1.052000,22.24,0.050094,20.55,1.022750,23.15,21.08,100.02,43.93,1.557617,31.42,1.450195,149.61,0.00,0.00,0,0,0,0.00,0,0,0
1652435231,0.052672,21.64,1.052000,22.24,0.050078,20.55,1.022625,23.16,21.06,100.02,44.10,2.500000,50.37,2.319336,233.64,0.00,0.00,0,0,0,0.00,0,0,0
1652435241,0.052672,21.64,1.052000,22.24,0.050078,20.55,1.022625,23.16,21.04,100.01,44.10,2.539062,51.15,2.353516,236.95,0.00,0.00,0,0,0,0.00,0,0,0
1652435251,0.052688,21.65,1.052000,22.24,0.050094,20.55,1.022625,23.16,21.02,100.01,44.11,1.562500,31.52,1.455078,150.09,0.00,0.00,0,0,0,0.00,0,0,0
1652435261,0.052672,21.65,1.052125,22.23,0.050094,20.56,1.022750,23.15,21.02,100.00,44.21,2.617187,52.72,2.426758,244.03,0.00,0.00,0,0,0,0.00,0,0,0
1652435271,0.052672,21.65,1.052000,22.24,0.050078,20.55,1.022625,23.16,21.01,100.00,44.25,1.552734,31.32,1.440430,148.67,0.00,0.00,0,0,0,0.00,0,0,0
1652435281,0.052672,21.65,1.051625,22.25,0.050078,20.55,1.022250,23.17,21.03,100.01,44.21,2.641602,53.21,2.431641,244.50,0.00,0.00,0,0,0,0.00,0,0,0
1652435291,0.052672,21.64,1.051750,22.24,0.050078,20.55,1.022500,23.16,21.04,100.01,44.25,2.524414,50.86,2.338867,235.53,0.00,0.00,0,0,0,0.00,0,0,0
1652435301,0.052672,21.64,1.051625,22.25,0.050078,20.55,1.022250,23.17,21.05,100.01,44.38,1.538086,31.03,1.416016,146.31,0.00,0.00,0,0,0,0.00,0,0,0
1652435311,0.052688,21.65,1.051750,22.24,0.050094,20.55,1.022375,23.16,21.07,100.01,44.10,2.617187,52.72,2.426758,244.03,0.00,0.00,0,0,0,0.00,0,0,0
1652435321,0.052672,21.64,1.051875,22.24,0.050078,20.55,1.022500,23.16,21.09,100.02,43.96,1.533203,30.93,1.435547,148.20,0.00,0.00,0,0,0,0.00,0,0,0
1652435331,0.052672,21.64,1.051750,22.24,0.050078,20.55,1.022250,23.17,21.11,100.02,44.12,2.631836,53.02,2.441406,245.44,0.00,0.00,0,0,0,0.00,0,0,0
1652435341,0.052672,21.64,1.051625,22.25,0.050094,20.55,1.022500,23.16,21.13,100.01,43.92,1.542969,31.13,1.430664,147.73,0.00,0.00,0,0,0,0.00,0,0,0
1652435351,0.052688,21.65,1.051625,22.25,0.050078,20.55,1.022125,23.17,21.15,100.01,43.96,2.636719,53.12,2.441406,245.44,0.00,0.00,0,0,0,0.00,0,0,0
1652435361,0.052688,21.65,1.051500,22.25,0.050078,20.55,1.022125,23.17,21.18,100.01,44.04,1.542969,31.13,1.425781,147.25,0.00,0.00,0,0,0,0.00,0,0,0
1652435371,0.052672,21.65,1.051375,22.25,0.050078,20.55,1.022000,23.18,21.19,100.00,44.13,2.592773,52.23,2.416992,243.08,0.00,0.00,0,0,0,0.00,0,0,0
1652435381,0.052672,21.65,1.051625,22.25,0.050062,20.54,1.022000,23.18,21.20,100.00,44.08,1.665039,33.58,1.533203,157.64,0.00,0.00,0,0,0,0.00,0,0,0
1652435391,0.052688,21.65,1.051500,22.25,0.050078,20.55,1.022000,23.18,21.21,100.00,44.00,2.255859,45.46,2.128906,215.23,0.00,0.00,0,0,0,0.00,0,0,0
1652435401,0.052672,21.65,1.051375,22.25,0.050078,20.55,1.022000,23.18,21.21,100.00,43.97,2.524414,50.86,2.343750,236.00,0.00,0.00,0,0,0,0.00,0,0,0
1652435411,0.052672,21.65,1.051375,22.25,0.050094,20.56,1.022000,23.18,21.21,100.00,43.94,1.601562,32.31,1.484375,152.92,0.00,0.00,0,0,0,0.00,0,0,0
1652435421,0.052672,21.65,1.051375,22.25,0.050078,20.55,1.022125,23.17,21.21,100.01,44.05,2.587891,52.13,2.382812,239.78,0.00,0.00,0,0,0,0.00,0,0,0
1652435431,0.052672,21.64,1.051375,22.25,0.050078,20.55,1.022000,23.18,21.20,100.01,43.90,1.752930,35.35,1.674805,171.33,0.00,0.00,0,0,0,0.00,0,0,0
1652435441,0.052672,21.64,1.051375,22.25,0.050078,20.55,1.022125,23.17,21.19,100.01,43.81,2.177734,43.89,1.982422,201.07,0.00,0.00,0,0,0,0.00,0,0,0
1652435451,0.052672,21.64,1.051375,22.25,0.050062,20.54,1.021875,23.18,21.19,100.02,43.87,1.967773,39.67,1.860352,189.27,0.00,0.00,0,0,0,0.00,0,0,0
1652435461,0.052688,21.65,1.051375,22.25,0.050078,20.55,1.022000,23.18,21.19,100.01,43.85,2.377930,47.91,2.153320,217.59,0.00,0.00,0,0,0,0.00,0,0,0
1652435471,0.052672,21.65,1.051375,22.25,0.050062,20.54,1.022125,23.17,21.20,100.00,43.84,1.601562,32.31,1.484375,152.92,0.00,0.00,0,0,0,0.00,0,0,0
1652435481,0.052672,21.65,1.051375,22.25,0.050062,20.54,1.022000,23.18,21.19,100.00,43.82,2.597656,52.33,2.392578,240.72,0.00,0.00,0,0,0,0.00,0,0,0
1652435491,0.052672,21.65,1.051250,22.26,0.050078,20.55,1.021875,23.18,21.18,100.00,43.67,1.591797,32.11,1.484375,152.92,0.00,0.00,0,0,0,0.00,0,0,0
1652435501,0.052672,21.65,1.051000,22.27,0.050062,20.54,1.021625,23.19,21.17,100.00,43.83,2.548828,51.35,2.353516,236.95,0.00,0.00,0,0,0,0.00,0,0,0
1652435511,0.052672,21.65,1.051125,22.26,0.050078,20.55,1.021625,23.19,21.17,100.00,43.72,1.865234,37.61,1.777344,181.24,0.00,0.00,0,0,0,0.00,0,0,0
1652435521,0.052672,21.65,1.051125,22.26,0.050062,20.54,1.022000,23.18,21.17,100.00,43.77,2.485352,50.07,2.270508,228.92,0.00,0.00,0,0,0,0.00,0,0,0
