,oxy1_adc,mV0_1,oxy2_adc,mV0_2
1694,101,0.001578,99,0.001547
1695,102,0.001594,97,0.001516
1696,101,0.001578,98,0.001531
1697,101,0.001578,99,0.001547
1698,102,0.001594,99,0.001547
1699,101,0.001578,99,0.001547
1700,102,0.001594,99,0.001547
1701,101,0.001578,99,0.001547
1702,101,0.001578,98,0.001531
1703,102,0.001594,98,0.001531
1704,101,0.001578,99,0.001547
1705,101,0.001578,98,0.001531
1706,102,0.001594,98,0.001531
1707,102,0.001594,98,0.001531
1708,102,0.001594,97,0.001516
1709,103,0.001609,98,0.001531
1710,102,0.001594,99,0.001547
1711,102,0.001594,99,0.001547
1712,103,0.001609,98,0.001531
1713,101,0.001578,98,0.001531
1714,102,0.001594,99,0.001547
1715,102,0.001594,98,0.001531
1716,102,0.001594,98,0.001531
1717,101,0.001578,100,0.001562
1718,102,0.001594,99,0.001547
1719,102,0.001594,98,0.001531
1720,103,0.001609,98,0.001531
1721,102,0.001594,99,0.001547
1722,101,0.001578,99,0.001547
1723,103,0.001609,98,0.001531
1724,101,0.001578,98,0.001531
1725,101,0.001578,98,0.001531
1726,102,0.001594,98,0.001531
1727,102,0.001594,99,0.001547
1728,103,0.001609,99,0.001547
1729,103,0.001609,98,0.001531
1730,102,0.001594,98,0.001531
1731,102,0.001594,97,0.001516
1732,102,0.001594,97,0.001516
1733,101,0.001578,98,0.001531
1734,101,0.001578,98,0.001531
1735,103,0.001609,98,0.001531
1736,102,0.001594,98,0.001531
1737,101,0.001578,98,0.001531
1738,102,0.001594,97,0.001516
1739,102,0.001594,98,0.001531
1740,102,0.001594,100,0.001562
1741,101,0.001578,97,0.001516
1742,102,0.001594,97,0.001516
1743,103,0.001609,98,0.001531
1744,102,0.001594,98,0.001531
1745,103,0.001609,99,0.001547
1746,102,0.001594,98,0.001531
1747,102,0.001594,99,0.001547
1748,100,0.001562,99,0.001547
1749,102,0.001594,99,0.001547
1750,103,0.001609,98,0.001531
1751,101,0.001578,98,0.001531
1752,102,0.001594,98,0.001531
1753,101,0.001578,99,0.001547
1754,102,0.001594,98,0.001531
1755,101,0.001578,99,0.001547
1756,102,0.001594,97,0.001516
1757,102,0.001594,99,0.001547
1758,101,0.001578,98,0.001531
1759,102,0.001594,98,0.001531
1760,102,0.001594,99,0.001547
1761,101,0.001578,98,0.001531
1762,102,0.001594,98,0.001531
1763,101,0.001578,98,0.001531
1764,102,0.001594,98,0.001531
1765,101,0.001578,98,0.001531
1766,101,0.001578,98,0.001531
1767,102,0.001594,98,0.001531
1768,101,0.001578,99,0.001547
1769,101,0.001578,99,0.001547
1770,103,0.001609,98,0.001531
1771,102,0.001594,98,0.001531
1772,102,0.001594,99,0.001547
1773,101,0.001578,98,0.001531
1774,102,0.001594,99,0.001547
1775,101,0.001578,98,0.001531
1776,101,0.001578,98,0.001531
1777,101,0.001578,98,0.001531
1778,101,0.001578,98,0.001531
1779,102,0.001594,99,0.001547
1780,101,0.001578,98,0.001531
1781,102,0.001594,98,0.001531
1782,101,0.001578,98,0.001531
1783,102,0.001594,98,0.001531
1784,102,0.001594,98,0.001531
1785,102,0.001594,99,0.001547
1786,102,0.001594,97,0.001516
1787,102,0.001594,99,0.001547
1788,102,0.001594,97,0.001516
1789,102,0.001594,100,0.001562
1790,101,0.001578,98,0.001531
1791,102,0.001594,99,0.001547
1792,102,0.001594,97,0.001516
1793,102,0.001594,98,0.001531
1794,102,0.001594,98,0.001531
1795,102,0.001594,98,0.001531
1796,101,0.001578,99,0.001547
1797,102,0.001594,99,0.001547
1798,100,0.001562,98,0.001531
1799,100,0.001562,99,0.001547
1800,101,0.001578,97,0.001516
1801,100,0.001562,98,0.001531
1802,101,0.001578,97,0.001516
1803,101,0.001578,97,0.001516
1804,102,0.001594,98,0.001531
1805,102,0.001594,98,0.001531
1806,102,0.001594,99,0.001547
1807,100,0.001562,98,0.001531
1808,101,0.001578,97,0.001516
1809,101,0.001578,99,0.001547
1810,101,0.001578,99,0.001547
1811,102,0.001594,98,0.001531
1812,102,0.001594,97,0.001516
1813,101,0.001578,98,0.001531
1814,101,0.001578,98,0.001531
1815,101,0.001578,98,0.001531
1816,101,0.001578,98,0.001531
1817,102,0.001594,97,0.001516
1818,101,0.001578,99,0.001547
1819,101,0.001578,98,0.001531
1820,101,0.001578,98,0.001531
1821,102,0.001594,98,0.001531
1822,101,0.001578,99,0.001547
1823,101,0.001578,97,0.001516
1824,101,0.001578,97,0.001516
1825,102,0.001594,98,0.001531
1826,100,0.001562,97,0.001516
1827,101,0.001578,97,0.001516
1828,101,0.001578,98,0.001531
1829,102,0.001594,98,0.001531
1830,101,0.001578,97,0.001516
1831,101,0.001578,97,0.001516
1832,101,0.001578,97,0.001516
1833,102,0.001594,98,0.001531
1834,100,0.001562,98,0.001531
1835,101,0.001578,98,0.001531
1836,102,0.001594,98,0.001531
1837,101,0.001578,98,0.001531
1838,102,0.001594,96,0.0015
1839,100,0.001562,98,0.001531
1840,102,0.001594,99,0.001547
1841,102,0.001594,97,0.001516
1842,100,0.001562,97,0.001516
1843,101,0.001578,97,0.001516
1844,101,0.001578,98,0.001531
1845,100,0.001562,97,0.001516
1846,101,0.001578,97,0.001516
1847,101,0.001578,98,0.001531
1848,102,0.001594,98,0.001531
1849,101,0.001578,97,0.001516
1850,102,0.001594,97,0.001516
1851,102,0.001594,98,0.001531
1852,102,0.001594,97,0.001516
1853,100,0.001562,97,0.001516
1854,102,0.001594,97,0.001516
1855,101,0.001578,98,0.001531
1856,101,0.001578,97,0.001516
1857,102,0.001594,98,0.001531
1858,100,0.001562,98,0.001531
1859,100,0.001562,98,0.001531
1860,101,0.001578,98,0.001531
1861,101,0.001578,97,0.001516
1862,101,0.001578,97,0.001516
1863,101,0.001578,98,0.001531
1864,101,0.001578,97,0.001516
1865,101,0.001578,98,0.001531
1866,102,0.001594,99,0.001547
1867,101,0.001578,97,0.001516
1868,102,0.001594,99,0.001547
1869,101,0.001578,98,0.001531
1870,101,0.001578,97,0.001516
1871,101,0.001578,98,0.001531
1872,102,0.001594,97,0.001516
1873,100,0.001562,98,0.001531
1874,102,0.001594,99,0.001547
1875,101,0.001578,98,0.001531
1876,101,0.001578,98,0.001531
1877,102,0.001594,97,0.001516
1878,102,0.001594,98,0.001531
1879,102,0.001594,96,0.0015
1880,103,0.001609,97,0.001516
1881,102,0.001594,98,0.001531
1882,101,0.001578,98,0.001531
1883,100,0.001562,98,0.001531
1884,102,0.001594,98,0.001531
1885,102,0.001594,97,0.001516
1886,101,0.001578,97,0.001516
1887,102,0.001594,97,0.001516
1888,100,0.001562,98,0.001531
1889,101,0.001578,97,0.001516
1890,102,0.001594,97,0.001516
1891,101,0.001578,97,0.001516
1892,101,0.001578,97,0.001516
1893,101,0.001578,100,0.001562
1894,101,0.001578,97,0.001516
1895,100,0.001562,97,0.001516
1896,101,0.001578,97,0.001516
1897,100,0.001562,97,0.001516
1898,101,0.001578,97,0.001516
1899,100,0.001562,98,0.001531
1900,102,0.001594,98,0.001531
1901,101,0.001578,98,0.001531
1902,100,0.001562,98,0.001531
1903,101,0.001578,97,0.001516
1904,102,0.001594,98,0.001531
1905,101,0.001578,97,0.001516
1906,101,0.001578,98,0.001531
1907,102,0.001594,99,0.001547
1908,102,0.001594,97,0.001516
1909,101,0.001578,96,0.0015
1910,102,0.001594,97,0.001516
1911,101,0.001578,98,0.001531
1912,101,0.001578,97,0.001516
1913,101,0.001578,96,0.0015
1914,101,0.001578,98,0.001531
1915,102,0.001594,98,0.001531
1916,101,0.001578,98,0.001531
1917,101,0.001578,97,0.001516
1918,101,0.001578,98,0.001531
1919,101,0.001578,98,0.001531
1920,102,0.001594,96,0.0015
1921,103,0.001609,97,0.001516
1922,101,0.001578,98,0.001531
1923,101,0.001578,97,0.001516
1924,101,0.001578,98,0.001531
1925,101,0.001578,96,0.0015
1926,102,0.001594,98,0.001531
1927,101,0.001578,98,0.001531
1928,101,0.001578,97,0.001516
1929,101,0.001578,98,0.001531
1930,101,0.001578,96,0.0015
1931,101,0.001578,98,0.001531
1932,102,0.001594,97,0.001516
1933,101,0.001578,97,0.001516
1934,100,0.001562,98,0.001531
1935,102,0.001594,96,0.0015
1936,101,0.001578,97,0.001516
1937,102,0.001594,97,0.001516
1938,101,0.001578,97,0.001516
1939,101,0.001578,98,0.001531
1940,102,0.001594,97,0.001516
1941,102,0.001594,97,0.001516
1942,101,0.001578,97,0.001516
1943,100,0.001562,97,0.001516
1944,101,0.001578,97,0.001516
1945,103,0.001609,98,0.001531
1946,100,0.001562,97,0.001516
1947,100,0.001562,97,0.001516
1948,101,0.001578,97,0.001516
1949,102,0.001594,97,0.001516
1950,102,0.001594,97,0.001516
1951,101,0.001578,98,0.001531
1952,101,0.001578,96,0.0015
1953,100,0.001562,98,0.001531
1954,100,0.001562,97,0.001516
1955,102,0.001594,98,0.001531
1956,101,0.001578,98,0.001531
1957,100,0.001562,96,0.0015
1958,101,0.001578,97,0.001516
1959,100,0.001562,98,0.001531
1960,100,0.001562,98,0.001531
1961,100,0.001562,98,0.001531
1962,101,0.001578,97,0.001516
1963,101,0.001578,97,0.001516
1964,101,0.001578,97,0.001516
1965,102,0.001594,96,0.0015
1966,101,0.001578,97,0.001516
1967,100,0.001562,97,0.001516
1968,101,0.001578,97,0.001516
1969,102,0.001594,98,0.001531
1970,100,0.001562,97,0.001516
1971,101,0.001578,98,0.001531
1972,101,0.001578,97,0.001516
1973,100,0.001562,97,0.001516
1974,101,0.001578,97,0.001516
1975,101,0.001578,97,0.001516
1976,100,0.001562,97,0.001516
1977,101,0.001578,97,0.001516
1978,101,0.001578,97,0.001516
1979,100,0.001562,98,0.001531
1980,102,0.001594,97,0.001516
1981,101,0.001578,98,0.001531
1982,100,0.001562,98,0.001531
1983,100,0.001562,98,0.001531
1984,101,0.001578,98,0.001531
1985,100,0.001562,97,0.001516
1986,101,0.001578,98,0.001531
1987,100,0.001562,98,0.001531
1988,102,0.001594,96,0.0015
1989,102,0.001594,97,0.001516
1990,100,0.001562,96,0.0015
1991,101,0.001578,97,0.001516
1992,102,0.001594,97,0.001516
1993,100,0.001562,97,0.001516
1994,101,0.001578,98,0.001531
1995,100,0.001562,97,0.001516
1996,101,0.001578,97,0.001516
1997,101,0.001578,98,0.001531
1998,101,0.001578,98,0.001531
1999,100,0.001562,98,0.001531
2000,102,0.001594,97,0.001516
2001,101,0.001578,97,0.001516
2002,102,0.001594,98,0.001531
2003,101,0.001578,98,0.001531
2004,101,0.001578,96,0.0015
2005,100,0.001562,97,0.001516
2006,101,0.001578,97,0.001516
2007,100,0.001562,98,0.001531
2008,101,0.001578,97,0.001516
2009,99,0.001547,97,0.001516
2010,100,0.001562,98,0.001531
2011,101,0.001578,96,0.0015
2012,100,0.001562,97,0.001516
2013,100,0.001562,98,0.001531
2014,100,0.001562,97,0.001516
2015,100,0.001562,97,0.001516
2016,101,0.001578,98,0.001531
2017,100,0.001562,97,0.001516
2018,101,0.001578,98,0.001531
2019,101,0.001578,97,0.001516
2020,101,0.001578,97,0.001516
2021,101,0.001578,97,0.001516
2022,101,0.001578,98,0.001531
2023,101,0.001578,97,0.001516
2024,101,0.001578,97,0.001516
2025,101,0.001578,97,0.001516
2026,102,0.001594,97,0.001516
2027,101,0.001578,97,0.001516
2028,101,0.001578,96,0.0015
2029,101,0.001578,96,0.0015
2030,101,0.001578,97,0.001516
2031,100,0.001562,96,0.0015
2032,100,0.001562,97,0.001516
2033,101,0.001578,97,0.001516
2034,102,0.001594,97,0.001516
2035,101,0.001578,98,0.001531
2036,101,0.001578,97,0.001516
2037,101,0.001578,97,0.001516
2038,101,0.001578,96,0.0015
2039,101,0.001578,97,0.001516
2040,101,0.001578,97,0.001516
2041,100,0.001562,97,0.001516
2042,101,0.001578,97,0.001516
2043,101,0.001578,97,0.001516
2044,101,0.001578,97,0.001516
2045,101,0.001578,98,0.001531
2046,100,0.001562,96,0.0015
2047,102,0.001594,97,0.001516
2048,100,0.001562,96,0.0015
2049,101,0.001578,97,0.001516
2050,101,0.001578,97,0.001516
2051,100,0.001562,96,0.0015
2052,100,0.001562,98,0.001531
2053,100,0.001562,96,0.0015
2054,100,0.001562,97,0.001516
2055,99,0.001547,97,0.001516
2056,102,0.001594,97,0.001516
2057,100,0.001562,96,0.0015
2058,101,0.001578,96,0.0015
2059,101,0.001578,96,0.0015
2060,101,0.001578,96,0.0015
2061,101,0.001578,98,0.001531
2062,100,0.001562,96,0.0015
2063,100,0.001562,96,0.0015
2064,100,0.001562,97,0.001516
2065,101,0.001578,97,0.001516
2066,100,0.001562,97,0.001516
2067,100,0.001562,98,0.001531
2068,102,0.001594,95,0.001484
2069,101,0.001578,96,0.0015
2070,100,0.001562,97,0.001516
2071,101,0.001578,97,0.001516
2072,102,0.001594,97,0.001516
2073,101,0.001578,98,0.001531
2074,102,0.001594,96,0.0015
2075,100,0.001562,97,0.001516
2076,101,0.001578,97,0.001516
2077,101,0.001578,97,0.001516
2078,100,0.001562,96,0.0015
2079,100,0.001562,96,0.0015
2080,101,0.001578,97,0.001516
2081,101,0.001578,95,0.001484
2082,100,0.001562,97,0.001516
2083,100,0.001562,97,0.001516
2084,100,0.001562,97,0.001516
2085,101,0.001578,96,0.0015
2086,102,0.001594,96,0.0015
2087,101,0.001578,96,0.0015
2088,101,0.001578,97,0.001516
2089,101,0.001578,97,0.001516
2090,100,0.001562,98,0.001531
2091,101,0.001578,98,0.001531
2092,101,0.001578,97,0.001516
2093,100,0.001562,95,0.001484
2094,100,0.001562,97,0.001516
2095,101,0.001578,96,0.0015
2096,100,0.001562,97,0.001516
2097,101,0.001578,97,0.001516
2098,101,0.001578,97,0.001516
2099,100,0.001562,96,0.0015
2100,100,0.001562,97,0.001516
2101,100,0.001562,97,0.001516
2102,100,0.001562,97,0.001516
2103,99,0.001547,97,0.001516
2104,101,0.001578,98,0.001531
2105,100,0.001562,98,0.001531
2106,99,0.001547,97,0.001516
2107,100,0.001562,98,0.001531
2108,100,0.001562,97,0.001516
2109,100,0.001562,96,0.0015
2110,101,0.001578,96,0.0015
2111,102,0.001594,96,0.0015
2112,100,0.001562,97,0.001516
2113,101,0.001578,96,0.0015
2114,101,0.001578,96,0.0015
2115,100,0.001562,97,0.001516
2116,100,0.001562,96,0.0015
2117,101,0.001578,97,0.001516
2118,102,0.001594,97,0.001516
2119,99,0.001547,97,0.001516
2120,101,0.001578,97,0.001516
2121,101,0.001578,96,0.0015
2122,100,0.001562,96,0.0015
2123,100,0.001562,97,0.001516
2124,101,0.001578,97,0.001516
2125,101,0.001578,96,0.0015
2126,100,0.001562,97,0.001516
2127,101,0.001578,97,0.001516
2128,100,0.001562,98,0.001531
2129,101,0.001578,96,0.0015
2130,100,0.001562,97,0.001516
2131,100,0.001562,96,0.0015
2132,101,0.001578,97,0.001516
2133,100,0.001562,96,0.0015
2134,100,0.001562,96,0.0015
2135,101,0.001578,96,0.0015
2136,101,0.001578,96,0.0015
2137,100,0.001562,98,0.001531
2138,101,0.001578,97,0.001516
2139,101,0.001578,97,0.001516
2140,101,0.001578,97,0.001516
2141,101,0.001578,96,0.0015
2142,100,0.001562,97,0.001516
2143,100,0.001562,97,0.001516
2144,100,0.001562,97,0.001516
2145,101,0.001578,97,0.001516
2146,101,0.001578,95,0.001484
2147,101,0.001578,96,0.0015
2148,102,0.001594,97,0.001516
2149,100,0.001562,97,0.001516
2150,100,0.001562,96,0.0015
2151,101,0.001578,96,0.0015
2152,100,0.001562,98,0.001531
2153,100,0.001562,97,0.001516
2154,101,0.001578,96,0.0015
2155,100,0.001562,96,0.0015
2156,100,0.001562,96,0.0015
2157,101,0.001578,96,0.0015
2158,100,0.001562,97,0.001516
2159,101,0.001578,97,0.001516
2160,100,0.001562,97,0.001516
2161,101,0.001578,97,0.001516
2162,100,0.001562,97,0.001516
2163,100,0.001562,97,0.001516
2164,100,0.001562,97,0.001516
2165,100,0.001562,97,0.001516
2166,100,0.001562,97,0.001516
2167,100,0.001562,97,0.001516
2168,99,0.001547,98,0.001531
2169,99,0.001547,97,0.001516
2170,101,0.001578,97,0.001516
2171,100,0.001562,97,0.001516
2172,100,0.001562,96,0.0015
2173,100,0.001562,96,0.0015
2174,100,0.001562,97,0.001516
2175,100,0.001562,95,0.001484
2176,100,0.001562,97,0.001516
2177,100,0.001562,96,0.0015
2178,100,0.001562,96,0.0015
2179,101,0.001578,96,0.0015
2180,100,0.001562,96,0.0015
2181,100,0.001562,97,0.001516
2182,100,0.001562,96,0.0015
2183,100,0.001562,96,0.0015
2184,100,0.001562,96,0.0015
2185,100,0.001562,96,0.0015
2186,99,0.001547,97,0.001516
2187,99,0.001547,97,0.001516
2188,100,0.001562,97,0.001516
2189,99,0.001547,97,0.001516
2190,100,0.001562,96,0.0015
2191,100,0.001562,96,0.0015
2192,101,0.001578,96,0.0015
2193,101,0.001578,97,0.001516
2194,100,0.001562,96,0.0015
2195,101,0.001578,96,0.0015
2196,100,0.001562,98,0.001531
2197,99,0.001547,97,0.001516
2198,98,0.001531,96,0.0015
2199,100,0.001562,98,0.001531
2200,100,0.001562,96,0.0015
2201,100,0.001562,97,0.001516
2202,101,0.001578,96,0.0015
2203,99,0.001547,96,0.0015
2204,99,0.001547,96,0.0015
2205,99,0.001547,96,0.0015
2206,100,0.001562,97,0.001516
2207,100,0.001562,97,0.001516
2208,101,0.001578,96,0.0015
2209,100,0.001562,96,0.0015
2210,101,0.001578,96,0.0015
2211,99,0.001547,96,0.0015
2212,100,0.001562,96,0.0015
2213,100,0.001562,97,0.001516
2214,100,0.001562,97,0.001516
2215,100,0.001562,97,0.001516
2216,100,0.001562,97,0.001516
2217,99,0.001547,96,0.0015
2218,100,0.001562,96,0.0015
2219,100,0.001562,97,0.001516
2220,100,0.001562,96,0.0015
2221,99,0.001547,97,0.001516
2222,102,0.001594,96,0.0015
2223,100,0.001562,97,0.001516
2224,99,0.001547,96,0.0015
2225,100,0.001562,96,0.0015
2226,100,0.001562,96,0.0015
2227,99,0.001547,97,0.001516
2228,100,0.001562,97,0.001516
2229,100,0.001562,96,0.0015
2230,101,0.001578,97,0.001516
2231,99,0.001547,97,0.001516
2232,101,0.001578,97,0.001516
2233,99,0.001547,96,0.0015
2234,100,0.001562,97,0.001516
2235,99,0.001547,96,0.0015
2236,100,0.001562,97,0.001516
2237,100,0.001562,95,0.001484
2238,99,0.001547,96,0.0015
2239,100,0.001562,95,0.001484
2240,100,0.001562,97,0.001516
2241,100,0.001562,96,0.0015
2242,99,0.001547,96,0.0015
2243,99,0.001547,96,0.0015
2244,101,0.001578,97,0.001516
2245,99,0.001547,97,0.001516
2246,101,0.001578,96,0.0015
2247,100,0.001562,96,0.0015
2248,100,0.001562,96,0.0015
2249,100,0.001562,96,0.0015
2250,101,0.001578,96,0.0015
2251,100,0.001562,96,0.0015
2252,101,0.001578,96,0.0015
2253,102,0.001594,96,0.0015
2254,100,0.001562,96,0.0015
2255,100,0.001562,96,0.0015
2256,100,0.001562,96,0.0015
2257,100,0.001562,96,0.0015
2258,100,0.001562,96,0.0015
2259,100,0.001562,95,0.001484
2260,100,0.001562,95,0.001484
2261,100,0.001562,96,0.0015
2262,99,0.001547,97,0.001516
2263,100,0.001562,96,0.0015
2264,100,0.001562,97,0.001516
2265,100,0.001562,96,0.0015
2266,100,0.001562,96,0.0015
2267,102,0.001594,96,0.0015
2268,99,0.001547,96,0.0015
2269,100,0.001562,96,0.0015
2270,101,0.001578,96,0.0015
2271,101,0.001578,95,0.001484
2272,100,0.001562,97,0.001516
2273,100,0.001562,96,0.0015
2274,99,0.001547,96,0.0015
2275,101,0.001578,96,0.0015
2276,99,0.001547,96,0.0015
2277,101,0.001578,95,0.001484
2278,99,0.001547,97,0.001516
2279,99,0.001547,96,0.0015
2280,100,0.001562,96,0.0015
2281,100,0.001562,95,0.001484
2282,100,0.001562,97,0.001516
2283,99,0.001547,95,0.001484
2284,98,0.001531,95,0.001484
2285,100,0.001562,97,0.001516
2286,100,0.001562,97,0.001516
2287,100,0.001562,97,0.001516
2288,99,0.001547,96,0.0015
2289,101,0.001578,96,0.0015
2290,100,0.001562,97,0.001516
2291,100,0.001562,97,0.001516
2292,101,0.001578,97,0.001516
2293,99,0.001547,97,0.001516
2294,101,0.001578,96,0.0015
2295,100,0.001562,96,0.0015
2296,100,0.001562,95,0.001484
2297,99,0.001547,96,0.0015
2298,100,0.001562,97,0.001516
2299,102,0.001594,96,0.0015
2300,100,0.001562,96,0.0015
2301,100,0.001562,96,0.0015
2302,100,0.001562,96,0.0015
2303,100,0.001562,96,0.0015
2304,100,0.001562,96,0.0015
2305,100,0.001562,96,0.0015
2306,99,0.001547,97,0.001516
2307,100,0.001562,97,0.001516
2308,100,0.001562,96,0.0015
2309,98,0.001531,96,0.0015
2310,101,0.001578,95,0.001484
2311,99,0.001547,97,0.001516
2312,100,0.001562,96,0.0015
2313,100,0.001562,96,0.0015
2314,100,0.001562,95,0.001484
2315,101,0.001578,95,0.001484
2316,100,0.001562,96,0.0015
2317,100,0.001562,97,0.001516
2318,100,0.001562,96,0.0015
2319,101,0.001578,95,0.001484
2320,101,0.001578,97,0.001516
2321,102,0.001594,97,0.001516
2322,100,0.001562,97,0.001516
2323,99,0.001547,97,0.001516
2324,99,0.001547,96,0.0015
2325,100,0.001562,95,0.001484
2326,99,0.001547,96,0.0015
2327,99,0.001547,96,0.0015
2328,99,0.001547,97,0.001516
2329,100,0.001562,95,0.001484
2330,99,0.001547,96,0.0015
2331,100,0.001562,96,0.0015
2332,100,0.001562,96,0.0015
2333,100,0.001562,97,0.001516
2334,101,0.001578,96,0.0015
2335,100,0.001562,97,0.001516
2336,100,0.001562,97,0.001516
2337,101,0.001578,96,0.0015
2338,100,0.001562,97,0.001516
2339,101,0.001578,96,0.0015
2340,100,0.001562,96,0.0015
2341,101,0.001578,96,0.0015
2342,100,0.001562,95,0.001484
2343,100,0.001562,96,0.0015
2344,100,0.001562,97,0.001516
2345,101,0.001578,97,0.001516
2346,101,0.001578,97,0.001516
2347,99,0.001547,96,0.0015
2348,100,0.001562,97,0.001516
2349,101,0.001578,97,0.001516
2350,100,0.001562,96,0.0015
2351,100,0.001562,95,0.001484
2352,99,0.001547,97,0.001516
2353,99,0.001547,95,0.001484
2354,99,0.001547,96,0.0015
2355,99,0.001547,96,0.0015
2356,100,0.001562,96,0.0015
2357,99,0.001547,96,0.0015
2358,99,0.001547,96,0.0015
2359,100,0.001562,96,0.0015
2360,100,0.001562,97,0.001516
2361,100,0.001562,95,0.001484
2362,100,0.001562,95,0.001484
2363,100,0.001562,96,0.0015
2364,100,0.001562,94,0.001469
2365,100,0.001562,96,0.0015
2366,99,0.001547,95,0.001484
2367,99,0.001547,96,0.0015
2368,99,0.001547,96,0.0015
2369,100,0.001562,96,0.0015
2370,100,0.001562,96,0.0015
2371,99,0.001547,96,0.0015
2372,100,0.001562,97,0.001516
2373,99,0.001547,97,0.001516
2374,99,0.001547,96,0.0015
2375,100,0.001562,95,0.001484
2376,99,0.001547,95,0.001484
2377,100,0.001562,96,0.0015
2378,98,0.001531,96,0.0015
2379,101,0.001578,96,0.0015
2380,100,0.001562,95,0.001484
2381,100,0.001562,95,0.001484
2382,100,0.001562,96,0.0015
2383,100,0.001562,96,0.0015
2384,99,0.001547,96,0.0015
2385,100,0.001562,96,0.0015
2386,100,0.001562,96,0.0015
2387,100,0.001562,96,0.0015
2388,100,0.001562,95,0.001484
2389,99,0.001547,96,0.0015
2390,100,0.001562,95,0.001484
2391,102,0.001594,95,0.001484
2392,100,0.001562,96,0.0015
2393,100,0.001562,97,0.001516
2394,101,0.001578,96,0.0015
2395,99,0.001547,96,0.0015
2396,99,0.001547,97,0.001516
2397,101,0.001578,96,0.0015
2398,99,0.001547,95,0.001484
2399,101,0.001578,96,0.0015
2400,101,0.001578,95,0.001484
2401,99,0.001547,95,0.001484
2402,101,0.001578,96,0.0015
2403,100,0.001562,96,0.0015
2404,100,0.001562,96,0.0015
2405,100,0.001562,96,0.0015
2406,100,0.001562,97,0.001516
2407,101,0.001578,96,0.0015
2408,100,0.001562,96,0.0015
2409,100,0.001562,96,0.0015
2410,99,0.001547,96,0.0015
2411,101,0.001578,95,0.001484
2412,100,0.001562,95,0.001484
2413,99,0.001547,96,0.0015
2414,100,0.001562,96,0.0015
2415,100,0.001562,96,0.0015
2416,99,0.001547,96,0.0015
2417,100,0.001562,95,0.001484
2418,99,0.001547,96,0.0015
2419,100,0.001562,96,0.0015
2420,98,0.001531,95,0.001484
2421,99,0.001547,95,0.001484
2422,99,0.001547,96,0.0015
2423,100,0.001562,96,0.0015
2424,99,0.001547,96,0.0015
2425,100,0.001562,96,0.0015
2426,99,0.001547,96,0.0015
2427,98,0.001531,96,0.0015
2428,100,0.001562,96,0.0015
2429,100,0.001562,95,0.001484
2430,101,0.001578,96,0.0015
2431,98,0.001531,96,0.0015
2432,100,0.001562,96,0.0015
2433,100,0.001562,97,0.001516
2434,98,0.001531,95,0.001484
2435,100,0.001562,96,0.0015
2436,100,0.001562,96,0.0015
2437,100,0.001562,96,0.0015
2438,100,0.001562,96,0.0015
2439,101,0.001578,95,0.001484
2440,99,0.001547,96,0.0015
2441,100,0.001562,95,0.001484
2442,99,0.001547,95,0.001484
2443,100,0.001562,96,0.0015
2444,101,0.001578,94,0.001469
2445,99,0.001547,96,0.0015
2446,99,0.001547,95,0.001484
2447,99,0.001547,95,0.001484
2448,100,0.001562,97,0.001516
2449,100,0.001562,95,0.001484
2450,100,0.001562,96,0.0015
2451,100,0.001562,95,0.001484
2452,99,0.001547,97,0.001516
2453,100,0.001562,96,0.0015
2454,99,0.001547,96,0.0015
2455,99,0.001547,96,0.0015
2456,99,0.001547,97,0.001516
2457,100,0.001562,96,0.0015
2458,100,0.001562,96,0.0015
2459,100,0.001562,96,0.0015
2460,100,0.001562,96,0.0015
2461,100,0.001562,96,0.0015
2462,100,0.001562,96,0.0015
2463,100,0.001562,96,0.0015
2464,99,0.001547,96,0.0015
2465,99,0.001547,96,0.0015
2466,99,0.001547,94,0.001469
2467,100,0.001562,97,0.001516
2468,99,0.001547,97,0.001516
2469,99,0.001547,96,0.0015
2470,100,0.001562,96,0.0015
2471,100,0.001562,95,0.001484
2472,98,0.001531,96,0.0015
2473,99,0.001547,96,0.0015
2474,99,0.001547,96,0.0015
2475,100,0.001562,95,0.001484
2476,100,0.001562,95,0.001484
2477,98,0.001531,96,0.0015
2478,99,0.001547,95,0.001484
2479,100,0.001562,96,0.0015
2480,100,0.001562,96,0.0015
2481,99,0.001547,96,0.0015
2482,99,0.001547,95,0.001484
2483,99,0.001547,97,0.001516
2484,99,0.001547,96,0.0015
2485,99,0.001547,95,0.001484
2486,100,0.001562,95,0.001484
2487,99,0.001547,95,0.001484
2488,100,0.001562,95,0.001484
2489,99,0.001547,97,0.001516
2490,99,0.001547,95,0.001484
2491,100,0.001562,97,0.001516
2492,100,0.001562,95,0.001484
2493,100,0.001562,95,0.001484
2494,100,0.001562,95,0.001484
2495,100,0.001562,96,0.0015
2496,100,0.001562,96,0.0015
2497,99,0.001547,96,0.0015
2498,98,0.001531,94,0.001469
2499,99,0.001547,96,0.0015
2500,100,0.001562,95,0.001484
2501,100,0.001562,96,0.0015
2502,100,0.001562,95,0.001484
2503,99,0.001547,95,0.001484
2504,98,0.001531,96,0.0015
2505,98,0.001531,96,0.0015
2506,99,0.001547,95,0.001484
2507,99,0.001547,97,0.001516
2508,100,0.001562,95,0.001484
2509,99,0.001547,96,0.0015
2510,98,0.001531,94,0.001469
2511,100,0.001562,95,0.001484
2512,98,0.001531,96,0.0015
2513,99,0.001547,96,0.0015
2514,100,0.001562,96,0.0015
