,oxy1_adc,mV0_1,oxy2_adc,mV0_2
865,106,0.001656,103,0.001609
866,105,0.001641,104,0.001625
867,105,0.001641,102,0.001594
868,105,0.001641,104,0.001625
869,105,0.001641,102,0.001594
870,106,0.001656,104,0.001625
871,105,0.001641,103,0.001609
872,105,0.001641,103,0.001609
873,106,0.001656,103,0.001609
874,105,0.001641,103,0.001609
875,106,0.001656,103,0.001609
876,106,0.001656,103,0.001609
877,105,0.001641,103,0.001609
878,106,0.001656,105,0.001641
879,105,0.001641,103,0.001609
880,106,0.001656,104,0.001625
881,105,0.001641,104,0.001625
882,105,0.001641,103,0.001609
883,104,0.001625,103,0.001609
884,106,0.001656,104,0.001625
885,106,0.001656,102,0.001594
886,105,0.001641,104,0.001625
887,106,0.001656,103,0.001609
888,104,0.001625,103,0.001609
889,106,0.001656,103,0.001609
890,106,0.001656,102,0.001594
891,106,0.001656,103,0.001609
892,105,0.001641,103,0.001609
893,106,0.001656,103,0.001609
894,106,0.001656,103,0.001609
895,105,0.001641,104,0.001625
896,106,0.001656,103,0.001609
897,106,0.001656,103,0.001609
898,104,0.001625,104,0.001625
899,105,0.001641,104,0.001625
900,105,0.001641,103,0.001609
901,105,0.001641,103,0.001609
902,105,0.001641,103,0.001609
903,105,0.001641,103,0.001609
904,106,0.001656,103,0.001609
905,105,0.001641,103,0.001609
906,107,0.001672,103,0.001609
907,105,0.001641,103,0.001609
908,105,0.001641,103,0.001609
909,106,0.001656,103,0.001609
910,105,0.001641,103,0.001609
911,104,0.001625,104,0.001625
912,105,0.001641,104,0.001625
913,105,0.001641,103,0.001609
914,104,0.001625,103,0.001609
915,106,0.001656,102,0.001594
916,105,0.001641,103,0.001609
917,106,0.001656,103,0.001609
918,105,0.001641,103,0.001609
919,105,0.001641,104,0.001625
920,104,0.001625,103,0.001609
921,106,0.001656,103,0.001609
922,105,0.001641,102,0.001594
923,105,0.001641,102,0.001594
924,106,0.001656,103,0.001609
925,106,0.001656,103,0.001609
926,106,0.001656,103,0.001609
927,106,0.001656,104,0.001625
928,106,0.001656,103,0.001609
929,105,0.001641,103,0.001609
930,105,0.001641,104,0.001625
931,105,0.001641,103,0.001609
932,105,0.001641,104,0.001625
933,105,0.001641,104,0.001625
934,104,0.001625,103,0.001609
935,105,0.001641,103,0.001609
936,105,0.001641,103,0.001609
937,104,0.001625,102,0.001594
938,105,0.001641,103,0.001609
939,105,0.001641,104,0.001625
940,106,0.001656,103,0.001609
941,104,0.001625,102,0.001594
942,105,0.001641,103,0.001609
943,106,0.001656,102,0.001594
944,106,0.001656,103,0.001609
945,104,0.001625,104,0.001625
946,105,0.001641,103,0.001609
947,105,0.001641,103,0.001609
948,105,0.001641,102,0.001594
949,104,0.001625,103,0.001609
950,105,0.001641,102,0.001594
951,104,0.001625,102,0.001594
952,106,0.001656,103,0.001609
953,105,0.001641,102,0.001594
954,105,0.001641,104,0.001625
955,105,0.001641,102,0.001594
956,105,0.001641,104,0.001625
957,105,0.001641,103,0.001609
958,105,0.001641,103,0.001609
959,105,0.001641,103,0.001609
960,105,0.001641,103,0.001609
961,104,0.001625,103,0.001609
962,104,0.001625,103,0.001609
963,106,0.001656,103,0.001609
964,105,0.001641,103,0.001609
965,105,0.001641,103,0.001609
966,104,0.001625,103,0.001609
967,105,0.001641,103,0.001609
968,106,0.001656,103,0.001609
969,105,0.001641,103,0.001609
970,105,0.001641,102,0.001594
971,106,0.001656,102,0.001594
972,105,0.001641,103,0.001609
973,104,0.001625,102,0.001594
974,106,0.001656,103,0.001609
975,105,0.001641,102,0.001594
976,105,0.001641,103,0.001609
977,104,0.001625,102,0.001594
978,104,0.001625,102,0.001594
979,105,0.001641,103,0.001609
980,105,0.001641,103,0.001609
981,105,0.001641,103,0.001609
982,105,0.001641,102,0.001594
983,105,0.001641,102,0.001594
984,105,0.001641,102,0.001594
985,105,0.001641,102,0.001594
986,105,0.001641,103,0.001609
987,104,0.001625,103,0.001609
988,105,0.001641,102,0.001594
989,104,0.001625,102,0.001594
990,105,0.001641,102,0.001594
991,105,0.001641,102,0.001594
992,104,0.001625,102,0.001594
993,105,0.001641,102,0.001594
994,104,0.001625,102,0.001594
995,105,0.001641,103,0.001609
996,105,0.001641,103,0.001609
997,105,0.001641,102,0.001594
998,105,0.001641,102,0.001594
999,105,0.001641,102,0.001594
1000,105,0.001641,102,0.001594
1001,104,0.001625,102,0.001594
1002,104,0.001625,102,0.001594
1003,104,0.001625,103,0.001609
1004,103,0.001609,103,0.001609
1005,104,0.001625,103,0.001609
1006,105,0.001641,103,0.001609
1007,106,0.001656,103,0.001609
1008,104,0.001625,104,0.001625
1009,105,0.001641,103,0.001609
1010,104,0.001625,102,0.001594
1011,105,0.001641,103,0.001609
1012,105,0.001641,104,0.001625
1013,105,0.001641,102,0.001594
1014,105,0.001641,102,0.001594
1015,104,0.001625,103,0.001609
1016,104,0.001625,102,0.001594
1017,105,0.001641,103,0.001609
1018,105,0.001641,103,0.001609
1019,105,0.001641,102,0.001594
1020,105,0.001641,103,0.001609
1021,104,0.001625,102,0.001594
1022,104,0.001625,101,0.001578
1023,104,0.001625,103,0.001609
1024,105,0.001641,104,0.001625
1025,105,0.001641,102,0.001594
1026,104,0.001625,102,0.001594
1027,105,0.001641,102,0.001594
1028,105,0.001641,101,0.001578
1029,105,0.001641,102,0.001594
1030,105,0.001641,102,0.001594
1031,104,0.001625,102,0.001594
1032,105,0.001641,101,0.001578
1033,104,0.001625,101,0.001578
1034,104,0.001625,102,0.001594
1035,105,0.001641,102,0.001594
1036,104,0.001625,103,0.001609
1037,105,0.001641,102,0.001594
1038,105,0.001641,102,0.001594
1039,104,0.001625,103,0.001609
1040,104,0.001625,102,0.001594
1041,104,0.001625,102,0.001594
1042,105,0.001641,102,0.001594
1043,106,0.001656,103,0.001609
1044,104,0.001625,101,0.001578
1045,104,0.001625,103,0.001609
1046,105,0.001641,102,0.001594
1047,104,0.001625,102,0.001594
1048,103,0.001609,103,0.001609
1049,104,0.001625,102,0.001594
1050,105,0.001641,102,0.001594
1051,104,0.001625,102,0.001594
1052,105,0.001641,102,0.001594
1053,105,0.001641,102,0.001594
1054,104,0.001625,102,0.001594
1055,105,0.001641,102,0.001594
1056,104,0.001625,100,0.001562
1057,104,0.001625,102,0.001594
1058,104,0.001625,102,0.001594
1059,106,0.001656,102,0.001594
1060,104,0.001625,101,0.001578
1061,104,0.001625,102,0.001594
1062,105,0.001641,102,0.001594
1063,105,0.001641,101,0.001578
1064,103,0.001609,102,0.001594
1065,105,0.001641,102,0.001594
1066,105,0.001641,101,0.001578
1067,104,0.001625,102,0.001594
1068,105,0.001641,101,0.001578
1069,105,0.001641,101,0.001578
1070,104,0.001625,103,0.001609
1071,103,0.001609,101,0.001578
1072,104,0.001625,102,0.001594
1073,103,0.001609,102,0.001594
1074,104,0.001625,101,0.001578
1075,105,0.001641,102,0.001594
1076,104,0.001625,101,0.001578
1077,102,0.001594,102,0.001594
1078,105,0.001641,101,0.001578
1079,104,0.001625,101,0.001578
1080,105,0.001641,102,0.001594
1081,105,0.001641,102,0.001594
1082,103,0.001609,102,0.001594
1083,105,0.001641,102,0.001594
1084,103,0.001609,102,0.001594
1085,104,0.001625,102,0.001594
1086,105,0.001641,102,0.001594
1087,102,0.001594,102,0.001594
1088,105,0.001641,102,0.001594
1089,104,0.001625,102,0.001594
1090,103,0.001609,101,0.001578
1091,105,0.001641,103,0.001609
1092,104,0.001625,101,0.001578
1093,104,0.001625,101,0.001578
1094,103,0.001609,102,0.001594
1095,103,0.001609,101,0.001578
1096,104,0.001625,102,0.001594
1097,104,0.001625,102,0.001594
1098,103,0.001609,102,0.001594
1099,104,0.001625,102,0.001594
1100,104,0.001625,101,0.001578
1101,104,0.001625,101,0.001578
1102,104,0.001625,101,0.001578
1103,105,0.001641,103,0.001609
1104,104,0.001625,102,0.001594
1105,104,0.001625,102,0.001594
1106,104,0.001625,102,0.001594
1107,104,0.001625,101,0.001578
1108,104,0.001625,102,0.001594
1109,104,0.001625,101,0.001578
1110,104,0.001625,102,0.001594
1111,104,0.001625,102,0.001594
1112,105,0.001641,102,0.001594
1113,103,0.001609,101,0.001578
1114,104,0.001625,102,0.001594
1115,105,0.001641,102,0.001594
1116,104,0.001625,101,0.001578
1117,103,0.001609,102,0.001594
1118,104,0.001625,101,0.001578
1119,104,0.001625,102,0.001594
1120,105,0.001641,102,0.001594
1121,104,0.001625,101,0.001578
1122,104,0.001625,101,0.001578
1123,104,0.001625,102,0.001594
1124,104,0.001625,101,0.001578
1125,103,0.001609,101,0.001578
1126,104,0.001625,102,0.001594
1127,104,0.001625,100,0.001562
1128,103,0.001609,102,0.001594
1129,104,0.001625,102,0.001594
1130,104,0.001625,101,0.001578
1131,103,0.001609,102,0.001594
1132,104,0.001625,101,0.001578
1133,104,0.001625,102,0.001594
1134,105,0.001641,102,0.001594
1135,103,0.001609,101,0.001578
1136,104,0.001625,102,0.001594
1137,104,0.001625,102,0.001594
1138,104,0.001625,101,0.001578
1139,103,0.001609,102,0.001594
1140,105,0.001641,100,0.001562
1141,103,0.001609,102,0.001594
1142,104,0.001625,102,0.001594
1143,103,0.001609,101,0.001578
1144,105,0.001641,102,0.001594
1145,104,0.001625,102,0.001594
1146,103,0.001609,102,0.001594
1147,103,0.001609,101,0.001578
1148,103,0.001609,101,0.001578
1149,104,0.001625,102,0.001594
1150,104,0.001625,101,0.001578
1151,104,0.001625,101,0.001578
1152,104,0.001625,101,0.001578
1153,104,0.001625,102,0.001594
1154,104,0.001625,101,0.001578
1155,105,0.001641,102,0.001594
1156,103,0.001609,102,0.001594
1157,104,0.001625,101,0.001578
1158,104,0.001625,101,0.001578
1159,103,0.001609,102,0.001594
1160,105,0.001641,101,0.001578
1161,103,0.001609,101,0.001578
1162,104,0.001625,102,0.001594
1163,103,0.001609,101,0.001578
1164,105,0.001641,101,0.001578
1165,104,0.001625,101,0.001578
1166,104,0.001625,101,0.001578
1167,105,0.001641,100,0.001562
1168,104,0.001625,101,0.001578
1169,104,0.001625,100,0.001562
1170,104,0.001625,102,0.001594
1171,103,0.001609,102,0.001594
1172,103,0.001609,101,0.001578
1173,104,0.001625,101,0.001578
1174,104,0.001625,102,0.001594
1175,104,0.001625,101,0.001578
1176,103,0.001609,100,0.001562
1177,103,0.001609,101,0.001578
1178,103,0.001609,101,0.001578
1179,104,0.001625,100,0.001562
1180,104,0.001625,102,0.001594
1181,104,0.001625,101,0.001578
1182,103,0.001609,101,0.001578
1183,104,0.001625,101,0.001578
1184,104,0.001625,101,0.001578
1185,103,0.001609,100,0.001562
1186,103,0.001609,100,0.001562
1187,103,0.001609,101,0.001578
1188,104,0.001625,101,0.001578
1189,104,0.001625,102,0.001594
1190,104,0.001625,101,0.001578
1191,104,0.001625,102,0.001594
1192,104,0.001625,102,0.001594
1193,104,0.001625,101,0.001578
1194,103,0.001609,102,0.001594
1195,104,0.001625,101,0.001578
1196,104,0.001625,101,0.001578
1197,104,0.001625,100,0.001562
1198,103,0.001609,101,0.001578
1199,104,0.001625,101,0.001578
1200,104,0.001625,101,0.001578
1201,103,0.001609,101,0.001578
1202,104,0.001625,100,0.001562
1203,105,0.001641,102,0.001594
1204,104,0.001625,101,0.001578
1205,105,0.001641,102,0.001594
1206,104,0.001625,102,0.001594
1207,103,0.001609,101,0.001578
1208,103,0.001609,100,0.001562
1209,103,0.001609,100,0.001562
1210,104,0.001625,100,0.001562
1211,103,0.001609,101,0.001578
1212,104,0.001625,101,0.001578
1213,103,0.001609,102,0.001594
1214,105,0.001641,101,0.001578
1215,104,0.001625,102,0.001594
1216,104,0.001625,100,0.001562
1217,104,0.001625,100,0.001562
1218,105,0.001641,102,0.001594
1219,103,0.001609,102,0.001594
1220,104,0.001625,101,0.001578
1221,103,0.001609,99,0.001547
1222,103,0.001609,102,0.001594
1223,103,0.001609,101,0.001578
1224,103,0.001609,101,0.001578
1225,103,0.001609,100,0.001562
1226,104,0.001625,101,0.001578
1227,104,0.001625,102,0.001594
1228,103,0.001609,101,0.001578
1229,103,0.001609,101,0.001578
1230,103,0.001609,102,0.001594
1231,102,0.001594,101,0.001578
1232,104,0.001625,101,0.001578
1233,103,0.001609,100,0.001562
1234,104,0.001625,102,0.001594
1235,102,0.001594,101,0.001578
1236,103,0.001609,101,0.001578
1237,103,0.001609,100,0.001562
1238,104,0.001625,100,0.001562
1239,103,0.001609,101,0.001578
1240,102,0.001594,102,0.001594
1241,104,0.001625,101,0.001578
1242,103,0.001609,101,0.001578
1243,103,0.001609,101,0.001578
1244,103,0.001609,100,0.001562
1245,104,0.001625,100,0.001562
1246,103,0.001609,100,0.001562
1247,104,0.001625,100,0.001562
1248,103,0.001609,102,0.001594
1249,105,0.001641,101,0.001578
1250,103,0.001609,101,0.001578
1251,104,0.001625,101,0.001578
1252,105,0.001641,101,0.001578
1253,103,0.001609,101,0.001578
1254,104,0.001625,101,0.001578
1255,104,0.001625,101,0.001578
1256,103,0.001609,100,0.001562
1257,102,0.001594,100,0.001562
1258,104,0.001625,101,0.001578
1259,104,0.001625,101,0.001578
1260,103,0.001609,99,0.001547
1261,103,0.001609,101,0.001578
1262,103,0.001609,101,0.001578
1263,103,0.001609,100,0.001562
1264,103,0.001609,100,0.001562
1265,103,0.001609,101,0.001578
1266,103,0.001609,101,0.001578
1267,103,0.001609,102,0.001594
1268,104,0.001625,101,0.001578
1269,102,0.001594,101,0.001578
1270,103,0.001609,100,0.001562
1271,103,0.001609,101,0.001578
1272,104,0.001625,101,0.001578
1273,103,0.001609,100,0.001562
1274,104,0.001625,101,0.001578
1275,103,0.001609,101,0.001578
1276,104,0.001625,100,0.001562
1277,104,0.001625,100,0.001562
1278,104,0.001625,99,0.001547
1279,102,0.001594,99,0.001547
1280,104,0.001625,100,0.001562
1281,105,0.001641,100,0.001562
1282,103,0.001609,100,0.001562
1283,103,0.001609,101,0.001578
1284,103,0.001609,101,0.001578
1285,103,0.001609,100,0.001562
1286,103,0.001609,101,0.001578
1287,103,0.001609,100,0.001562
1288,104,0.001625,102,0.001594
1289,103,0.001609,101,0.001578
1290,104,0.001625,101,0.001578
1291,102,0.001594,100,0.001562
1292,103,0.001609,101,0.001578
1293,104,0.001625,100,0.001562
1294,102,0.001594,100,0.001562
1295,103,0.001609,100,0.001562
1296,104,0.001625,101,0.001578
1297,104,0.001625,100,0.001562
1298,104,0.001625,101,0.001578
1299,104,0.001625,100,0.001562
1300,103,0.001609,100,0.001562
1301,103,0.001609,98,0.001531
1302,103,0.001609,101,0.001578
1303,104,0.001625,100,0.001562
1304,103,0.001609,100,0.001562
1305,103,0.001609,101,0.001578
1306,104,0.001625,101,0.001578
1307,103,0.001609,100,0.001562
1308,102,0.001594,100,0.001562
1309,102,0.001594,100,0.001562
1310,105,0.001641,100,0.001562
1311,103,0.001609,100,0.001562
1312,104,0.001625,101,0.001578
1313,104,0.001625,100,0.001562
1314,103,0.001609,99,0.001547
1315,104,0.001625,101,0.001578
1316,103,0.001609,100,0.001562
1317,103,0.001609,100,0.001562
1318,103,0.001609,101,0.001578
1319,104,0.001625,101,0.001578
1320,103,0.001609,100,0.001562
1321,104,0.001625,101,0.001578
1322,103,0.001609,100,0.001562
1323,104,0.001625,101,0.001578
1324,103,0.001609,101,0.001578
1325,103,0.001609,100,0.001562
1326,103,0.001609,101,0.001578
1327,104,0.001625,100,0.001562
1328,103,0.001609,100,0.001562
1329,104,0.001625,100,0.001562
1330,102,0.001594,100,0.001562
1331,103,0.001609,100,0.001562
1332,103,0.001609,100,0.001562
1333,102,0.001594,100,0.001562
1334,104,0.001625,101,0.001578
1335,103,0.001609,100,0.001562
1336,103,0.001609,101,0.001578
1337,102,0.001594,100,0.001562
1338,103,0.001609,100,0.001562
1339,103,0.001609,100,0.001562
1340,103,0.001609,100,0.001562
1341,103,0.001609,101,0.001578
1342,103,0.001609,101,0.001578
1343,103,0.001609,99,0.001547
1344,103,0.001609,99,0.001547
1345,104,0.001625,99,0.001547
1346,105,0.001641,100,0.001562
1347,104,0.001625,99,0.001547
1348,104,0.001625,100,0.001562
1349,103,0.001609,99,0.001547
1350,102,0.001594,102,0.001594
1351,103,0.001609,100,0.001562
1352,103,0.001609,100,0.001562
1353,103,0.001609,100,0.001562
1354,103,0.001609,100,0.001562
1355,103,0.001609,100,0.001562
1356,103,0.001609,100,0.001562
1357,102,0.001594,99,0.001547
1358,102,0.001594,99,0.001547
1359,102,0.001594,100,0.001562
1360,103,0.001609,99,0.001547
1361,104,0.001625,100,0.001562
1362,103,0.001609,100,0.001562
1363,104,0.001625,100,0.001562
1364,102,0.001594,99,0.001547
1365,103,0.001609,98,0.001531
1366,103,0.001609,100,0.001562
1367,103,0.001609,100,0.001562
1368,103,0.001609,99,0.001547
1369,104,0.001625,100,0.001562
1370,103,0.001609,100,0.001562
1371,103,0.001609,100,0.001562
1372,103,0.001609,100,0.001562
1373,103,0.001609,99,0.001547
1374,103,0.001609,99,0.001547
1375,104,0.001625,100,0.001562
1376,105,0.001641,100,0.001562
1377,104,0.001625,100,0.001562
1378,102,0.001594,100,0.001562
1379,102,0.001594,101,0.001578
1380,102,0.001594,99,0.001547
1381,103,0.001609,101,0.001578
1382,104,0.001625,99,0.001547
1383,104,0.001625,100,0.001562
1384,103,0.001609,100,0.001562
1385,104,0.001625,99,0.001547
1386,104,0.001625,99,0.001547
1387,103,0.001609,99,0.001547
1388,104,0.001625,99,0.001547
1389,103,0.001609,100,0.001562
1390,103,0.001609,99,0.001547
1391,103,0.001609,99,0.001547
1392,103,0.001609,99,0.001547
1393,104,0.001625,99,0.001547
1394,102,0.001594,100,0.001562
1395,102,0.001594,101,0.001578
1396,103,0.001609,99,0.001547
1397,103,0.001609,99,0.001547
1398,103,0.001609,100,0.001562
1399,103,0.001609,99,0.001547
1400,103,0.001609,100,0.001562
1401,104,0.001625,100,0.001562
1402,102,0.001594,100,0.001562
1403,102,0.001594,100,0.001562
1404,103,0.001609,99,0.001547
1405,104,0.001625,100,0.001562
1406,101,0.001578,99,0.001547
1407,103,0.001609,100,0.001562
1408,103,0.001609,100,0.001562
1409,104,0.001625,100,0.001562
1410,103,0.001609,100,0.001562
1411,103,0.001609,101,0.001578
1412,102,0.001594,99,0.001547
1413,103,0.001609,100,0.001562
1414,102,0.001594,99,0.001547
1415,102,0.001594,99,0.001547
1416,104,0.001625,99,0.001547
1417,102,0.001594,100,0.001562
1418,102,0.001594,100,0.001562
1419,102,0.001594,100,0.001562
1420,103,0.001609,100,0.001562
1421,103,0.001609,100,0.001562
1422,103,0.001609,100,0.001562
1423,102,0.001594,98,0.001531
1424,103,0.001609,99,0.001547
1425,103,0.001609,99,0.001547
1426,103,0.001609,100,0.001562
1427,104,0.001625,99,0.001547
1428,101,0.001578,99,0.001547
1429,103,0.001609,99,0.001547
1430,102,0.001594,99,0.001547
1431,103,0.001609,99,0.001547
1432,102,0.001594,100,0.001562
1433,103,0.001609,99,0.001547
1434,102,0.001594,99,0.001547
1435,103,0.001609,100,0.001562
1436,102,0.001594,100,0.001562
1437,103,0.001609,99,0.001547
1438,103,0.001609,100,0.001562
1439,103,0.001609,100,0.001562
1440,103,0.001609,100,0.001562
1441,103,0.001609,99,0.001547
1442,103,0.001609,100,0.001562
1443,101,0.001578,99,0.001547
1444,102,0.001594,99,0.001547
1445,101,0.001578,100,0.001562
1446,103,0.001609,99,0.001547
1447,103,0.001609,99,0.001547
1448,103,0.001609,99,0.001547
1449,103,0.001609,100,0.001562
1450,103,0.001609,99,0.001547
1451,101,0.001578,100,0.001562
1452,103,0.001609,100,0.001562
1453,103,0.001609,100,0.001562
1454,103,0.001609,99,0.001547
1455,103,0.001609,100,0.001562
1456,102,0.001594,99,0.001547
1457,102,0.001594,101,0.001578
1458,104,0.001625,100,0.001562
1459,102,0.001594,100,0.001562
1460,102,0.001594,98,0.001531
1461,102,0.001594,99,0.001547
1462,102,0.001594,99,0.001547
1463,103,0.001609,100,0.001562
1464,103,0.001609,99,0.001547
1465,102,0.001594,100,0.001562
1466,103,0.001609,100,0.001562
1467,103,0.001609,100,0.001562
1468,103,0.001609,99,0.001547
1469,102,0.001594,99,0.001547
1470,104,0.001625,99,0.001547
1471,102,0.001594,99,0.001547
1472,103,0.001609,99,0.001547
1473,103,0.001609,100,0.001562
1474,103,0.001609,99,0.001547
1475,103,0.001609,100,0.001562
1476,103,0.001609,100,0.001562
1477,103,0.001609,99,0.001547
1478,103,0.001609,99,0.001547
1479,103,0.001609,98,0.001531
1480,103,0.001609,99,0.001547
1481,103,0.001609,100,0.001562
1482,103,0.001609,99,0.001547
1483,103,0.001609,101,0.001578
1484,102,0.001594,99,0.001547
1485,102,0.001594,98,0.001531
1486,104,0.001625,99,0.001547
1487,102,0.001594,99,0.001547
1488,103,0.001609,99,0.001547
1489,103,0.001609,99,0.001547
1490,102,0.001594,100,0.001562
1491,103,0.001609,99,0.001547
1492,103,0.001609,100,0.001562
1493,102,0.001594,98,0.001531
1494,102,0.001594,100,0.001562
1495,102,0.001594,99,0.001547
1496,102,0.001594,100,0.001562
1497,103,0.001609,100,0.001562
1498,103,0.001609,100,0.001562
1499,103,0.001609,100,0.001562
1500,103,0.001609,100,0.001562
1501,103,0.001609,100,0.001562
1502,102,0.001594,100,0.001562
1503,101,0.001578,99,0.001547
1504,102,0.001594,99,0.001547
1505,102,0.001594,100,0.001562
1506,103,0.001609,98,0.001531
1507,103,0.001609,99,0.001547
1508,103,0.001609,100,0.001562
1509,102,0.001594,99,0.001547
1510,102,0.001594,99,0.001547
1511,103,0.001609,99,0.001547
1512,103,0.001609,100,0.001562
1513,102,0.001594,99,0.001547
1514,103,0.001609,99,0.001547
1515,102,0.001594,99,0.001547
1516,102,0.001594,99,0.001547
1517,102,0.001594,98,0.001531
1518,103,0.001609,99,0.001547
1519,101,0.001578,99,0.001547
1520,103,0.001609,100,0.001562
1521,102,0.001594,100,0.001562
1522,102,0.001594,98,0.001531
1523,102,0.001594,99,0.001547
1524,101,0.001578,99,0.001547
1525,103,0.001609,98,0.001531
1526,103,0.001609,98,0.001531
1527,103,0.001609,99,0.001547
1528,102,0.001594,100,0.001562
1529,103,0.001609,99,0.001547
1530,101,0.001578,99,0.001547
1531,102,0.001594,99,0.001547
1532,102,0.001594,98,0.001531
1533,103,0.001609,100,0.001562
1534,102,0.001594,99,0.001547
1535,104,0.001625,99,0.001547
1536,102,0.001594,98,0.001531
1537,103,0.001609,98,0.001531
1538,102,0.001594,100,0.001562
1539,101,0.001578,100,0.001562
1540,102,0.001594,99,0.001547
1541,102,0.001594,99,0.001547
1542,103,0.001609,99,0.001547
1543,103,0.001609,97,0.001516
1544,102,0.001594,99,0.001547
1545,101,0.001578,98,0.001531
1546,103,0.001609,99,0.001547
1547,102,0.001594,100,0.001562
1548,103,0.001609,99,0.001547
1549,103,0.001609,98,0.001531
1550,103,0.001609,99,0.001547
1551,103,0.001609,100,0.001562
1552,102,0.001594,98,0.001531
1553,104,0.001625,99,0.001547
1554,101,0.001578,99,0.001547
1555,102,0.001594,100,0.001562
1556,103,0.001609,100,0.001562
1557,102,0.001594,98,0.001531
1558,102,0.001594,99,0.001547
1559,103,0.001609,98,0.001531
1560,101,0.001578,99,0.001547
1561,102,0.001594,98,0.001531
1562,102,0.001594,99,0.001547
1563,102,0.001594,100,0.001562
1564,103,0.001609,100,0.001562
1565,102,0.001594,99,0.001547
1566,102,0.001594,99,0.001547
1567,103,0.001609,98,0.001531
1568,102,0.001594,99,0.001547
1569,103,0.001609,98,0.001531
1570,102,0.001594,100,0.001562
1571,102,0.001594,100,0.001562
1572,102,0.001594,99,0.001547
1573,101,0.001578,98,0.001531
1574,102,0.001594,98,0.001531
1575,102,0.001594,99,0.001547
1576,103,0.001609,100,0.001562
1577,102,0.001594,100,0.001562
1578,102,0.001594,98,0.001531
1579,102,0.001594,99,0.001547
1580,103,0.001609,99,0.001547
1581,102,0.001594,100,0.001562
1582,102,0.001594,98,0.001531
1583,102,0.001594,99,0.001547
1584,103,0.001609,99,0.001547
1585,102,0.001594,99,0.001547
1586,102,0.001594,98,0.001531
1587,103,0.001609,98,0.001531
1588,102,0.001594,99,0.001547
1589,103,0.001609,98,0.001531
1590,103,0.001609,99,0.001547
1591,102,0.001594,99,0.001547
1592,101,0.001578,99,0.001547
1593,102,0.001594,97,0.001516
1594,102,0.001594,99,0.001547
1595,103,0.001609,98,0.001531
1596,101,0.001578,98,0.001531
1597,103,0.001609,99,0.001547
1598,102,0.001594,98,0.001531
1599,102,0.001594,100,0.001562
1600,102,0.001594,99,0.001547
1601,103,0.001609,99,0.001547
1602,102,0.001594,99,0.001547
1603,102,0.001594,99,0.001547
1604,102,0.001594,99,0.001547
1605,103,0.001609,99,0.001547
1606,102,0.001594,97,0.001516
1607,102,0.001594,99,0.001547
1608,102,0.001594,99,0.001547
1609,102,0.001594,98,0.001531
1610,102,0.001594,99,0.001547
1611,102,0.001594,100,0.001562
1612,102,0.001594,99,0.001547
1613,102,0.001594,98,0.001531
1614,102,0.001594,99,0.001547
1615,102,0.001594,99,0.001547
1616,101,0.001578,100,0.001562
1617,102,0.001594,100,0.001562
1618,103,0.001609,99,0.001547
1619,103,0.001609,98,0.001531
1620,102,0.001594,99,0.001547
1621,102,0.001594,99,0.001547
1622,102,0.001594,98,0.001531
1623,102,0.001594,99,0.001547
1624,102,0.001594,99,0.001547
1625,101,0.001578,98,0.001531
1626,102,0.001594,100,0.001562
1627,103,0.001609,99,0.001547
1628,101,0.001578,98,0.001531
1629,102,0.001594,99,0.001547
1630,102,0.001594,98,0.001531
1631,102,0.001594,99,0.001547
1632,103,0.001609,99,0.001547
1633,102,0.001594,98,0.001531
1634,102,0.001594,98,0.001531
1635,101,0.001578,98,0.001531
1636,102,0.001594,99,0.001547
1637,102,0.001594,98,0.001531
1638,101,0.001578,98,0.001531
1639,101,0.001578,98,0.001531
1640,102,0.001594,99,0.001547
1641,102,0.001594,99,0.001547
1642,102,0.001594,99,0.001547
1643,103,0.001609,99,0.001547
1644,102,0.001594,98,0.001531
1645,102,0.001594,97,0.001516
1646,101,0.001578,99,0.001547
1647,102,0.001594,98,0.001531
1648,101,0.001578,98,0.001531
1649,102,0.001594,98,0.001531
1650,102,0.001594,99,0.001547
1651,102,0.001594,98,0.001531
1652,103,0.001609,97,0.001516
1653,102,0.001594,99,0.001547
1654,100,0.001562,100,0.001562
1655,102,0.001594,99,0.001547
1656,101,0.001578,99,0.001547
1657,102,0.001594,98,0.001531
1658,102,0.001594,99,0.001547
1659,102,0.001594,100,0.001562
1660,103,0.001609,98,0.001531
1661,103,0.001609,98,0.001531
1662,102,0.001594,97,0.001516
1663,103,0.001609,97,0.001516
1664,103,0.001609,99,0.001547
1665,102,0.001594,98,0.001531
1666,103,0.001609,99,0.001547
1667,102,0.001594,98,0.001531
1668,102,0.001594,100,0.001562
1669,103,0.001609,98,0.001531
1670,102,0.001594,99,0.001547
1671,103,0.001609,98,0.001531
1672,102,0.001594,98,0.001531
1673,101,0.001578,100,0.001562
1674,102,0.001594,100,0.001562
1675,100,0.001562,98,0.001531
1676,102,0.001594,100,0.001562
1677,101,0.001578,98,0.001531
1678,101,0.001578,98,0.001531
1679,102,0.001594,99,0.001547
1680,102,0.001594,99,0.001547
1681,101,0.001578,99,0.001547
1682,102,0.001594,99,0.001547
1683,102,0.001594,98,0.001531
1684,102,0.001594,98,0.001531
1685,102,0.001594,99,0.001547
1686,103,0.001609,98,0.001531
1687,102,0.001594,99,0.001547
1688,102,0.001594,97,0.001516
1689,102,0.001594,99,0.001547
1690,102,0.001594,98,0.001531
1691,102,0.001594,99,0.001547
1692,102,0.001594,98,0.001531
1693,103,0.001609,99,0.001547
