File Name,rxn00016.csv
Date,2022-05-18 10:52:49

[DATA]
time (s),oxy1_voltage (V),oxy1_O2 (%),oxy1_temp_voltage (V),oxy1_temp (C),oxy2_voltage (V),oxy2_O2 (%),oxy2_temp_voltage (V),oxy2_temp (C),bme_temp (C),pressure (kPa),humidity (%),flow1_voltage (V),flow1_flow (mL/min),flow2_voltage (V),flow2_flow (mL/min),PV (C),SV (C),Control Method,Output,PID profile,PID SV,P,I,D
1652871279,0.002766,0.60,1.015750,23.37,0.002687,0.60,1.017750,23.31,21.28,100.20,12.44,0.029297,0.70,0.053711,14.60,0.00,0.00,0,0,0,0.00,0,0,0
1652871289,0.002594,0.53,1.016500,23.35,0.002484,0.51,1.017750,23.31,21.28,100.21,12.21,0.048828,1.09,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871299,0.002469,0.48,1.017250,23.33,0.002344,0.45,1.017625,23.31,21.28,100.20,11.97,0.000000,0.11,0.043945,13.66,0.00,0.00,0,0,0,0.00,0,0,0
1652871309,0.002359,0.43,1.017750,23.31,0.002250,0.41,1.017500,23.32,21.28,100.20,11.78,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871319,0.002281,0.40,1.018375,23.29,0.002187,0.39,1.017375,23.32,21.28,100.20,11.64,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871329,0.002234,0.38,1.018500,23.29,0.002125,0.36,1.017000,23.33,21.28,100.20,11.39,0.004883,0.21,0.014648,10.83,0.00,0.00,0,0,0,0.00,0,0,0
1652871339,0.002187,0.36,1.019250,23.26,0.002078,0.34,1.017125,23.33,21.29,100.19,11.25,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871349,0.002141,0.34,1.019625,23.25,0.002047,0.33,1.017125,23.33,21.29,100.19,11.07,0.000000,0.11,0.009766,10.35,0.00,0.00,0,0,0,0.00,0,0,0
1652871359,0.002109,0.33,1.020000,23.24,0.002016,0.31,1.017000,23.33,21.29,100.19,10.90,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871369,0.002094,0.33,1.020250,23.23,0.002000,0.31,1.016875,23.34,21.29,100.19,10.83,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871379,0.002062,0.31,1.020750,23.21,0.001984,0.30,1.017000,23.33,21.30,100.21,10.62,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871389,0.002031,0.30,1.021000,23.21,0.001953,0.29,1.016750,23.34,21.30,100.21,10.59,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871399,0.002016,0.29,1.021125,23.20,0.001938,0.28,1.016500,23.35,21.30,100.20,10.46,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871409,0.001984,0.28,1.021625,23.19,0.001922,0.27,1.016625,23.35,21.30,100.21,10.35,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871419,0.001953,0.27,1.021875,23.18,0.001891,0.26,1.016500,23.35,21.30,100.22,10.26,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871429,0.001938,0.26,1.022250,23.17,0.001875,0.25,1.016500,23.35,21.30,100.21,10.14,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871439,0.001922,0.26,1.022250,23.17,0.001875,0.25,1.016250,23.36,21.31,100.20,10.09,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871449,0.001906,0.25,1.022500,23.16,0.001859,0.25,1.016250,23.36,21.30,100.20,9.98,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871459,0.001906,0.25,1.022750,23.15,0.001844,0.24,1.016250,23.36,21.31,100.19,9.93,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871469,0.001875,0.24,1.023000,23.14,0.001844,0.24,1.016250,23.36,21.31,100.19,9.87,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871479,0.001875,0.24,1.023125,23.14,0.001828,0.23,1.016000,23.37,21.31,100.19,9.78,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871489,0.001859,0.23,1.023000,23.14,0.001813,0.23,1.016000,23.37,21.31,100.20,9.72,0.024414,0.60,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871499,0.001828,0.22,1.023250,23.14,0.001813,0.23,1.016125,23.36,21.31,100.20,9.66,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871509,0.001844,0.23,1.023250,23.14,0.001797,0.22,1.016000,23.37,21.31,100.20,9.59,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871519,0.001828,0.22,1.023500,23.13,0.001781,0.21,1.016250,23.36,21.31,100.21,9.53,0.004883,0.21,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871529,0.001813,0.21,1.023625,23.12,0.001781,0.21,1.016125,23.36,21.31,100.20,9.48,0.009766,0.31,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871539,0.001813,0.21,1.023750,23.12,0.001766,0.21,1.016125,23.36,21.31,100.21,9.43,0.024414,0.60,0.034180,12.71,0.00,0.00,0,0,0,0.00,0,0,0
1652871549,0.001797,0.21,1.023875,23.12,0.001766,0.21,1.016000,23.37,21.31,100.20,9.33,0.000000,0.11,0.009766,10.35,0.00,0.00,0,0,0,0.00,0,0,0
1652871559,0.001781,0.20,1.024000,23.11,0.001766,0.21,1.015875,23.37,21.31,100.20,9.33,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871569,0.001781,0.20,1.024250,23.10,0.001750,0.20,1.016000,23.37,21.31,100.20,9.28,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871579,0.001766,0.19,1.024375,23.10,0.001750,0.20,1.015875,23.37,21.31,100.19,9.24,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871589,0.001766,0.19,1.024500,23.10,0.001750,0.20,1.015750,23.37,21.31,100.20,9.13,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871599,0.001750,0.19,1.024500,23.10,0.001750,0.20,1.015875,23.37,21.31,100.20,9.15,0.019531,0.50,0.063477,15.55,0.00,0.00,0,0,0,0.00,0,0,0
1652871609,0.001750,0.19,1.024750,23.09,0.001734,0.19,1.015875,23.37,21.31,100.20,9.07,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871619,0.001734,0.18,1.024875,23.08,0.001719,0.19,1.015625,23.38,21.32,100.20,9.06,0.014648,0.40,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871629,0.001734,0.18,1.025000,23.08,0.001719,0.19,1.015625,23.38,21.32,100.20,9.03,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871639,0.001734,0.18,1.025250,23.07,0.001719,0.19,1.015500,23.38,21.32,100.20,8.83,0.039063,0.89,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871649,0.001719,0.18,1.025250,23.07,0.001719,0.19,1.015625,23.38,21.32,100.21,8.95,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871659,0.001719,0.18,1.025500,23.06,0.001719,0.19,1.015500,23.38,21.31,100.20,8.90,0.000000,0.11,0.004883,9.88,0.00,0.00,0,0,0,0.00,0,0,0
1652871669,0.001719,0.18,1.025625,23.06,0.001703,0.18,1.015625,23.38,21.31,100.21,8.89,0.029297,0.70,0.034180,12.71,0.00,0.00,0,0,0,0.00,0,0,0
1652871679,0.001703,0.17,1.025500,23.06,0.001703,0.18,1.015750,23.37,21.31,100.20,8.95,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871689,0.001687,0.16,1.025625,23.06,0.001687,0.17,1.015625,23.38,21.32,100.19,8.84,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871699,0.001687,0.16,1.025625,23.06,0.001687,0.17,1.015375,23.39,21.32,100.20,8.80,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871709,0.001687,0.16,1.026000,23.05,0.001687,0.18,1.015625,23.38,21.32,100.19,8.90,0.000000,0.11,0.014648,10.83,0.00,0.00,0,0,0,0.00,0,0,0
1652871719,0.001672,0.16,1.026125,23.04,0.001672,0.17,1.015375,23.39,21.32,100.20,8.75,0.000000,0.11,0.004883,9.88,0.00,0.00,0,0,0,0.00,0,0,0
1652871729,0.001672,0.16,1.026000,23.05,0.001672,0.17,1.015500,23.38,21.31,100.20,8.69,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871739,0.001656,0.15,1.025875,23.05,0.001672,0.17,1.015000,23.40,21.32,100.20,8.67,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871749,0.001656,0.15,1.026000,23.05,0.001672,0.17,1.015250,23.39,21.32,100.20,8.64,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871759,0.001656,0.15,1.026000,23.05,0.001656,0.16,1.015125,23.39,21.32,100.21,8.78,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871769,0.001656,0.15,1.026250,23.04,0.001656,0.16,1.015375,23.39,21.32,100.20,8.59,0.014648,0.40,0.043945,13.66,0.00,0.00,0,0,0,0.00,0,0,0
1652871779,0.001656,0.15,1.026500,23.03,0.001656,0.16,1.015500,23.38,21.32,100.20,8.57,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871789,0.001656,0.15,1.026375,23.04,0.001656,0.16,1.015250,23.39,21.32,100.20,8.54,0.000000,0.11,0.019531,11.30,0.00,0.00,0,0,0,0.00,0,0,0
1652871799,0.001641,0.14,1.026500,23.03,0.001656,0.16,1.015250,23.39,21.32,100.20,8.53,0.039063,0.89,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871809,0.001641,0.14,1.026625,23.03,0.001656,0.16,1.015250,23.39,21.32,100.19,8.48,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871819,0.001641,0.14,1.026750,23.03,0.001656,0.16,1.015250,23.39,21.32,100.19,8.46,0.000000,0.11,0.004883,9.88,0.00,0.00,0,0,0,0.00,0,0,0
1652871829,0.001625,0.14,1.026500,23.03,0.001641,0.15,1.015000,23.40,21.32,100.19,8.44,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871839,0.001625,0.14,1.026625,23.03,0.001641,0.15,1.015125,23.39,21.32,100.20,8.42,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871849,0.001625,0.14,1.026625,23.03,0.001641,0.15,1.014875,23.40,21.32,100.20,8.25,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871859,0.001609,0.13,1.026875,23.02,0.001641,0.15,1.015125,23.39,21.32,100.20,8.36,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871869,0.001609,0.13,1.026875,23.02,0.001641,0.15,1.015125,23.39,21.32,100.20,8.45,0.000000,0.11,0.034180,12.71,0.00,0.00,0,0,0,0.00,0,0,0
1652871879,0.001609,0.13,1.026875,23.02,0.001625,0.15,1.014875,23.40,21.32,100.20,8.33,0.000000,0.11,0.004883,9.88,0.00,0.00,0,0,0,0.00,0,0,0
1652871889,0.001609,0.13,1.027000,23.02,0.001625,0.15,1.015000,23.40,21.33,100.20,8.29,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871899,0.001594,0.12,1.027000,23.02,0.001625,0.15,1.014875,23.40,21.33,100.20,8.28,0.019531,0.50,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871909,0.001594,0.12,1.027125,23.01,0.001625,0.15,1.014750,23.41,21.33,100.20,8.28,0.019531,0.50,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871919,0.001609,0.13,1.027250,23.01,0.001609,0.14,1.014875,23.40,21.33,100.19,8.24,0.000000,0.11,0.009766,10.35,0.00,0.00,0,0,0,0.00,0,0,0
1652871929,0.001594,0.12,1.027250,23.01,0.001609,0.14,1.014750,23.41,21.32,100.19,8.27,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871939,0.001578,0.12,1.027250,23.01,0.001609,0.14,1.014750,23.41,21.32,100.20,8.20,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871949,0.001578,0.12,1.027250,23.01,0.001609,0.14,1.014625,23.41,21.33,100.19,8.18,0.000000,0.11,0.014648,10.83,0.00,0.00,0,0,0,0.00,0,0,0
1652871959,0.001578,0.12,1.027375,23.01,0.001609,0.14,1.014750,23.41,21.33,100.19,8.28,0.009766,0.31,0.053711,14.60,0.00,0.00,0,0,0,0.00,0,0,0
1652871969,0.001578,0.12,1.027250,23.01,0.001609,0.14,1.014750,23.41,21.33,100.20,8.15,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871979,0.001578,0.12,1.027375,23.01,0.001594,0.13,1.014625,23.41,21.33,100.20,8.12,0.039063,0.89,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871989,0.001562,0.11,1.027125,23.01,0.001594,0.13,1.014250,23.42,21.33,100.21,8.12,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652871999,0.001562,0.11,1.027750,22.99,0.001594,0.13,1.014500,23.41,21.33,100.20,8.14,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872009,0.001578,0.12,1.027625,23.00,0.001594,0.13,1.014500,23.41,21.33,100.22,8.08,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872019,0.001562,0.11,1.027500,23.00,0.001594,0.13,1.014375,23.42,21.33,100.21,8.05,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872029,0.001562,0.11,1.027500,23.00,0.001594,0.13,1.014500,23.41,21.33,100.19,8.05,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872039,0.001562,0.11,1.027750,22.99,0.001594,0.13,1.014625,23.41,21.33,100.22,8.13,0.053711,1.19,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872049,0.001547,0.11,1.027625,23.00,0.001578,0.13,1.014375,23.42,21.33,100.19,8.01,0.000000,0.11,0.019531,11.30,0.00,0.00,0,0,0,0.00,0,0,0
1652872059,0.001562,0.11,1.027875,22.99,0.001578,0.13,1.014500,23.41,21.34,100.20,8.00,0.000000,0.11,0.004883,9.88,0.00,0.00,0,0,0,0.00,0,0,0
1652872069,0.001547,0.11,1.027875,22.99,0.001578,0.13,1.014375,23.42,21.33,100.21,8.01,0.014648,0.40,0.048828,14.13,0.00,0.00,0,0,0,0.00,0,0,0
1652872079,0.001547,0.11,1.027875,22.99,0.001578,0.13,1.014375,23.42,21.33,100.20,7.98,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872089,0.001547,0.11,1.028000,22.99,0.001578,0.13,1.014375,23.42,21.33,100.20,7.86,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872099,0.001547,0.11,1.028000,22.99,0.001578,0.13,1.014500,23.41,21.33,100.20,7.97,0.000000,0.11,0.009766,10.35,0.00,0.00,0,0,0,0.00,0,0,0
1652872109,0.001547,0.11,1.028125,22.98,0.001562,0.12,1.014625,23.41,21.33,100.22,8.13,0.034180,0.80,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872119,0.001547,0.11,1.028000,22.99,0.001578,0.13,1.014500,23.41,21.33,100.22,7.93,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872129,0.001531,0.10,1.028375,22.97,0.001578,0.13,1.014500,23.41,21.33,100.20,7.89,0.000000,0.11,0.019531,11.30,0.00,0.00,0,0,0,0.00,0,0,0
1652872139,0.001547,0.11,1.028375,22.97,0.001578,0.13,1.014500,23.41,21.33,100.21,7.98,0.004883,0.21,0.024414,11.77,0.00,0.00,0,0,0,0.00,0,0,0
1652872149,0.001547,0.11,1.028375,22.97,0.001562,0.12,1.014375,23.42,21.33,100.19,7.89,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872159,0.001531,0.10,1.028250,22.98,0.001562,0.12,1.014250,23.42,21.34,100.19,7.73,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872169,0.001531,0.10,1.028375,22.97,0.001578,0.13,1.014375,23.42,21.33,100.19,7.87,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872179,0.001531,0.10,1.028500,22.97,0.001562,0.12,1.014500,23.41,21.33,100.20,7.79,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872189,0.001531,0.10,1.028375,22.97,0.001562,0.12,1.014375,23.42,21.33,100.20,7.90,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872199,0.001531,0.10,1.028625,22.97,0.001562,0.12,1.014750,23.41,21.33,100.20,7.83,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872209,0.001516,0.09,1.028375,22.97,0.001562,0.12,1.014625,23.41,21.33,100.21,7.69,0.043945,0.99,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872219,0.001516,0.09,1.028500,22.97,0.001562,0.12,1.014500,23.41,21.33,100.21,7.80,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872229,0.001516,0.09,1.028375,22.97,0.001562,0.12,1.014625,23.41,21.34,100.20,7.78,0.000000,0.11,0.004883,9.88,0.00,0.00,0,0,0,0.00,0,0,0
1652872239,0.001516,0.09,1.028375,22.97,0.001547,0.12,1.014500,23.41,21.33,100.20,7.75,0.000000,0.11,0.004883,9.88,0.00,0.00,0,0,0,0.00,0,0,0
1652872249,0.001516,0.09,1.028500,22.97,0.001547,0.12,1.014375,23.42,21.33,100.20,7.77,0.004883,0.21,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872259,0.001516,0.09,1.028750,22.96,0.001562,0.12,1.014750,23.41,21.33,100.20,7.63,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872269,0.001516,0.09,1.028750,22.96,0.001547,0.12,1.014625,23.41,21.33,100.21,7.75,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872279,0.001500,0.09,1.028625,22.97,0.001547,0.12,1.014375,23.42,21.33,100.19,7.71,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872289,0.001516,0.09,1.028625,22.97,0.001547,0.12,1.014500,23.41,21.33,100.19,7.73,0.014648,0.40,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872299,0.001500,0.09,1.028750,22.96,0.001531,0.11,1.014250,23.42,21.33,100.20,7.71,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872309,0.001500,0.09,1.028750,22.96,0.001531,0.11,1.014500,23.41,21.33,100.22,7.51,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872319,0.001500,0.09,1.028625,22.97,0.001547,0.12,1.014250,23.42,21.33,100.20,7.69,0.024414,0.60,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872329,0.001500,0.09,1.028750,22.96,0.001531,0.11,1.014375,23.42,21.33,100.20,7.70,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872339,0.001500,0.09,1.028750,22.96,0.001547,0.12,1.014250,23.42,21.33,100.20,7.67,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872349,0.001500,0.09,1.028875,22.96,0.001531,0.11,1.014375,23.42,21.33,100.21,7.67,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872359,0.001484,0.08,1.028750,22.96,0.001531,0.11,1.014500,23.41,21.33,100.21,7.78,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872369,0.001500,0.09,1.029000,22.95,0.001531,0.11,1.014500,23.41,21.33,100.20,7.65,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872379,0.001484,0.08,1.029000,22.95,0.001547,0.12,1.014875,23.40,21.32,100.19,7.67,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872389,0.001484,0.08,1.029125,22.95,0.001531,0.11,1.014875,23.40,21.33,100.19,7.64,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872399,0.001484,0.08,1.029250,22.95,0.001531,0.11,1.015000,23.40,21.33,100.19,7.61,0.009766,0.31,0.043945,13.66,0.00,0.00,0,0,0,0.00,0,0,0
1652872409,0.001500,0.09,1.029125,22.95,0.001531,0.11,1.014750,23.41,21.32,100.19,7.46,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872419,0.001484,0.08,1.029125,22.95,0.001531,0.11,1.014875,23.40,21.33,100.20,7.60,0.000000,0.11,0.004883,9.88,0.00,0.00,0,0,0,0.00,0,0,0
1652872429,0.001484,0.08,1.029250,22.95,0.001516,0.10,1.014750,23.41,21.33,100.20,7.55,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872439,0.001484,0.08,1.029250,22.95,0.001516,0.10,1.014750,23.41,21.33,100.21,7.39,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872449,0.001484,0.08,1.029250,22.95,0.001531,0.11,1.014750,23.41,21.32,100.21,7.57,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872459,0.001484,0.08,1.029375,22.94,0.001531,0.11,1.014875,23.40,21.33,100.20,7.55,0.004883,0.21,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872469,0.001484,0.08,1.029250,22.95,0.001531,0.11,1.014500,23.41,21.33,100.20,7.56,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872479,0.001484,0.08,1.029375,22.94,0.001531,0.11,1.014625,23.41,21.33,100.20,7.37,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872489,0.001469,0.07,1.029500,22.94,0.001516,0.10,1.014625,23.41,21.33,100.20,7.55,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872499,0.001469,0.07,1.029750,22.93,0.001516,0.10,1.014750,23.41,21.33,100.21,7.56,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872509,0.001469,0.07,1.029875,22.93,0.001531,0.11,1.014750,23.41,21.33,100.19,7.40,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872519,0.001469,0.07,1.029625,22.93,0.001516,0.10,1.014500,23.41,21.33,100.19,7.51,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872530,0.001469,0.07,1.030125,22.92,0.001516,0.10,1.014625,23.41,21.33,100.20,7.55,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872540,0.001469,0.07,1.030125,22.92,0.001516,0.10,1.014375,23.42,21.33,100.20,7.50,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872550,0.001469,0.07,1.030125,22.92,0.001516,0.10,1.014500,23.41,21.33,100.20,7.50,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872560,0.001453,0.07,1.030125,22.92,0.001531,0.11,1.014500,23.41,21.33,100.21,7.48,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872570,0.001469,0.07,1.030000,22.92,0.001516,0.10,1.014125,23.43,21.33,100.21,7.48,0.000000,0.11,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872580,0.001469,0.07,1.030250,22.91,0.001516,0.10,1.014500,23.41,21.33,100.20,7.37,0.014648,0.40,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
1652872590,0.001469,0.07,1.030000,22.92,0.001500,0.10,1.014125,23.43,21.33,100.20,7.47,0.034180,0.80,0.000000,9.41,0.00,0.00,0,0,0,0.00,0,0,0
